user_id,signup_date,acquisition_channel,region,company_size,industry,experiment_group,experiment_eligibility_flag,assignment_valid_flag,exposure_days,low_exposure_flag,onboarding_completion_flag,activation_flag,retained_30d,retained_60d,churn_30d,upgrade_flag,expansion_revenue_flag,negative_feedback_flag,sessions_first_14d,feature_adoption_count,support_tickets_first_30d,time_to_activation_days,monthly_subscription_value,subscription_value_band,engagement_band,feature_adoption_band
5008,2026-01-24,paid_search,North America,mid_market,finance,control,1,1,30,0,1,0,1,0,0,0,0,0,8,1,0,,276.51,high_value,moderate_engagement,minimal_adoption
5009,2026-02-13,organic,North America,small,software,control,1,1,25,0,1,1,1,0,0,0,0,0,8,7,2,3.6,93.84,mid_value,moderate_engagement,broad_adoption
5010,2026-03-01,partner,North America,enterprise,education,treatment,0,0,2,1,0,1,1,1,0,1,0,0,12,4,0,3.0,1138.18,enterprise_value,high_engagement,moderate_adoption
5011,2026-03-03,organic,North America,small,finance,control,1,1,30,0,1,1,1,0,0,1,1,0,7,1,0,2.5,138.88,mid_value,moderate_engagement,minimal_adoption
5012,2026-03-28,organic,APAC,mid_market,software,treatment,1,1,23,0,1,0,1,1,0,0,1,0,9,3,2,,223.42,high_value,high_engagement,basic_adoption
5013,2026-01-17,paid_search,North America,small,software,control,1,1,29,0,0,0,1,1,0,0,0,0,5,2,1,,96.42,mid_value,moderate_engagement,basic_adoption
5014,2026-03-06,organic,Europe,small,software,control,1,1,24,0,1,1,1,0,0,0,0,1,9,4,2,5.6,79.67,mid_value,high_engagement,moderate_adoption
5015,2026-02-26,referral,APAC,small,education,treatment,1,1,23,0,0,0,1,0,0,0,0,0,6,4,2,,117.43,mid_value,moderate_engagement,moderate_adoption
5016,2026-02-24,referral,Other,mid_market,education,treatment,1,1,29,0,0,1,0,1,1,0,0,0,9,4,0,2.1,330.97,high_value,high_engagement,moderate_adoption
5017,2026-02-22,referral,North America,small,other,treatment,1,1,24,0,0,1,1,0,0,0,0,0,9,9,0,9.8,73.42,mid_value,high_engagement,broad_adoption
5018,2026-02-25,paid_search,APAC,mid_market,software,treatment,1,1,26,0,1,0,1,0,0,0,0,0,5,5,0,,266.17,high_value,moderate_engagement,moderate_adoption
5019,2026-01-09,referral,North America,solo,software,control,1,1,27,0,1,1,0,1,1,0,0,0,12,1,0,12.8,36.49,low_value,high_engagement,minimal_adoption
5020,2026-01-22,partner,Europe,small,finance,control,1,1,21,0,1,1,1,1,0,0,1,0,10,7,0,2.2,70.49,mid_value,high_engagement,broad_adoption
5021,2026-01-13,paid_search,APAC,solo,software,control,1,1,21,0,0,0,1,1,0,0,0,0,3,5,0,,22.97,low_value,low_engagement,moderate_adoption
5022,2026-03-30,paid_search,UK,mid_market,retail,treatment,1,1,22,0,1,0,1,1,0,0,0,0,2,2,1,,371.08,high_value,low_engagement,basic_adoption
5023,2026-02-17,direct,APAC,solo,other,control,1,1,30,0,1,0,1,0,0,0,0,0,3,2,0,,32.48,low_value,low_engagement,basic_adoption
5024,2026-01-18,organic,APAC,mid_market,software,control,1,1,22,0,1,1,1,0,0,0,0,0,9,4,0,3.6,188.46,high_value,high_engagement,moderate_adoption
5025,2026-03-17,paid_search,North America,small,finance,treatment,1,1,24,0,1,0,1,1,0,1,0,0,7,2,1,,72.33,mid_value,moderate_engagement,basic_adoption
5026,2026-02-09,organic,Europe,solo,finance,treatment,1,1,21,0,0,1,0,0,1,0,0,0,12,3,4,4.5,46.88,low_value,high_engagement,basic_adoption
5027,2026-01-17,organic,Europe,small,other,control,1,1,30,0,0,0,1,0,0,0,0,0,8,2,2,,150.06,high_value,moderate_engagement,basic_adoption
5028,2026-01-15,organic,Europe,small,healthcare,control,1,1,27,0,1,0,0,1,1,0,0,0,2,1,0,,132.45,mid_value,low_engagement,minimal_adoption
5029,2026-01-15,paid_search,North America,small,other,control,1,1,26,0,0,1,1,0,0,0,0,0,6,5,0,6.4,84.8,mid_value,moderate_engagement,moderate_adoption
5030,2026-03-20,referral,North America,small,retail,treatment,1,1,26,0,1,1,1,1,0,1,1,0,5,1,0,6.3,65.66,mid_value,moderate_engagement,minimal_adoption
5031,2026-03-04,paid_search,APAC,small,retail,control,1,1,29,0,1,1,0,0,1,0,0,0,3,3,1,12.9,77.02,mid_value,low_engagement,basic_adoption
5032,2026-02-08,partner,APAC,mid_market,software,treatment,1,1,24,0,0,1,1,1,0,0,0,0,6,2,0,8.5,142.19,mid_value,moderate_engagement,basic_adoption
5033,2026-01-13,paid_search,Europe,small,other,treatment,1,1,28,0,1,0,0,1,1,1,0,0,5,4,1,,68.33,mid_value,moderate_engagement,moderate_adoption
5034,2026-03-22,direct,Europe,small,retail,treatment,1,1,22,0,0,1,0,0,1,0,1,0,13,3,0,3.6,84.9,mid_value,high_engagement,basic_adoption
5035,2026-02-01,direct,UK,mid_market,healthcare,control,1,1,28,0,0,0,1,0,0,0,0,0,4,4,0,,230.07,high_value,moderate_engagement,moderate_adoption
5036,2026-01-09,referral,Europe,solo,finance,control,1,1,30,0,1,1,1,0,0,0,0,0,14,4,0,4.3,24.19,low_value,high_engagement,moderate_adoption
5037,2026-02-09,direct,Other,small,software,treatment,1,1,26,0,1,0,0,0,1,0,0,0,4,2,0,,62.08,mid_value,moderate_engagement,basic_adoption
5038,2026-01-20,referral,North America,small,software,control,1,1,28,0,1,0,0,0,1,0,0,0,3,1,0,,80.33,mid_value,low_engagement,minimal_adoption
5039,2026-03-31,direct,Europe,small,software,treatment,1,1,23,0,0,0,0,0,1,0,1,0,4,4,0,,63.69,mid_value,moderate_engagement,moderate_adoption
5040,2026-03-26,organic,APAC,solo,other,treatment,1,1,24,0,1,1,1,1,0,0,0,0,17,5,0,0.3,76.19,mid_value,power_engagement,moderate_adoption
5041,2026-03-23,paid_search,APAC,solo,education,treatment,1,1,26,0,0,0,1,0,0,0,0,1,5,3,1,,58.07,mid_value,moderate_engagement,basic_adoption
5042,2026-03-18,referral,Europe,small,education,control,1,1,21,0,0,0,1,0,0,0,0,0,4,1,0,,32.35,low_value,moderate_engagement,minimal_adoption
5043,2026-03-21,paid_search,North America,solo,education,control,1,1,21,0,1,0,0,0,1,0,0,0,3,0,0,,25.91,low_value,low_engagement,minimal_adoption
5044,2026-03-14,partner,APAC,solo,healthcare,control,1,1,28,0,1,0,0,0,1,0,0,0,1,0,3,,27.85,low_value,low_engagement,minimal_adoption
5045,2026-03-04,partner,Europe,solo,software,treatment,1,1,26,0,1,1,1,1,0,0,0,0,10,5,0,3.1,29.86,low_value,high_engagement,moderate_adoption
5046,2026-03-17,paid_search,UK,small,software,treatment,1,1,24,0,0,0,1,1,0,0,0,0,10,2,0,,45.39,low_value,high_engagement,basic_adoption
5047,2026-02-13,partner,Europe,solo,other,control,1,1,25,0,0,0,0,1,1,0,0,0,6,2,0,,41.9,low_value,moderate_engagement,basic_adoption
5048,2026-02-07,organic,North America,small,software,control,1,1,27,0,1,0,1,0,0,0,0,0,10,4,0,,95.74,mid_value,high_engagement,moderate_adoption
5049,2026-03-24,paid_search,North America,mid_market,retail,treatment,1,1,28,0,1,1,0,0,1,0,0,0,11,2,1,2.2,202.05,high_value,high_engagement,basic_adoption
5050,2026-03-01,paid_social,Europe,small,retail,control,1,1,30,0,1,1,1,1,0,0,0,0,6,4,0,7.5,82.74,mid_value,moderate_engagement,moderate_adoption
5051,2026-03-12,organic,North America,mid_market,healthcare,treatment,1,1,27,0,0,0,0,1,1,0,0,0,3,4,1,,160.41,high_value,low_engagement,moderate_adoption
5052,2026-02-17,paid_social,North America,small,other,treatment,1,1,27,0,1,0,0,0,1,0,0,0,5,5,1,,67.36,mid_value,moderate_engagement,moderate_adoption
5053,2026-01-18,paid_social,Europe,small,software,control,1,1,27,0,0,0,1,0,0,0,0,0,3,3,3,,81.23,mid_value,low_engagement,basic_adoption
5054,2026-01-16,organic,Europe,solo,education,treatment,1,1,24,0,0,0,0,0,1,0,0,1,2,1,0,,33.11,low_value,low_engagement,minimal_adoption
5055,2026-02-24,partner,North America,small,retail,control,1,1,25,0,1,1,0,0,1,0,0,0,7,5,0,4.2,171.38,high_value,moderate_engagement,moderate_adoption
5056,2026-02-08,referral,North America,small,other,control,1,1,30,0,0,0,0,0,1,0,0,0,6,1,0,,95.93,mid_value,moderate_engagement,minimal_adoption
5057,2026-03-09,paid_search,Other,solo,other,control,1,1,27,0,0,0,1,1,0,0,0,0,4,0,1,,21.72,low_value,moderate_engagement,minimal_adoption
5058,2026-02-28,organic,North America,mid_market,software,treatment,1,1,23,0,1,1,1,1,0,1,0,0,14,5,1,3.1,96.92,mid_value,high_engagement,moderate_adoption
5059,2026-03-30,partner,North America,mid_market,finance,control,1,1,25,0,1,1,1,1,0,0,1,0,8,8,2,1.0,220.4,high_value,moderate_engagement,broad_adoption
5060,2026-03-03,partner,North America,solo,other,treatment,1,1,27,0,0,1,1,1,0,0,0,0,11,2,0,4.7,36.53,low_value,high_engagement,basic_adoption
5061,2026-01-13,organic,APAC,small,software,treatment,1,1,22,0,0,0,1,1,0,0,0,0,7,1,0,,101.41,mid_value,moderate_engagement,minimal_adoption
5062,2026-03-22,organic,Europe,small,finance,control,1,1,27,0,1,0,0,0,1,0,0,0,5,1,1,,95.11,mid_value,moderate_engagement,minimal_adoption
5063,2026-01-06,partner,North America,small,retail,control,1,1,26,0,0,1,0,0,1,0,0,0,10,5,0,5.0,95.51,mid_value,high_engagement,moderate_adoption
5064,2026-03-24,paid_social,North America,small,healthcare,treatment,1,1,28,0,0,1,1,0,0,0,0,0,9,2,0,4.1,70.52,mid_value,high_engagement,basic_adoption
5065,2026-03-18,organic,UK,solo,retail,treatment,1,1,27,0,1,1,1,1,0,0,0,0,11,3,2,0.8,15.2,low_value,high_engagement,basic_adoption
5066,2026-03-01,paid_social,UK,small,retail,control,1,1,24,0,0,0,1,0,0,0,0,0,2,2,1,,52.32,mid_value,low_engagement,basic_adoption
5067,2026-03-31,paid_search,Europe,small,retail,treatment,1,1,25,0,1,1,1,1,0,0,0,0,8,2,1,10.7,145.15,mid_value,moderate_engagement,basic_adoption
5068,2026-01-14,referral,North America,small,education,treatment,1,1,30,0,1,1,0,1,1,0,0,0,4,4,0,5.5,52.91,mid_value,moderate_engagement,moderate_adoption
5069,2026-02-23,organic,North America,small,other,treatment,1,1,30,0,1,0,1,1,0,0,0,0,6,4,1,,49.85,low_value,moderate_engagement,moderate_adoption
5070,2026-01-04,paid_search,Europe,enterprise,finance,treatment,1,1,26,0,0,1,1,1,0,0,0,0,13,2,2,4.7,940.81,enterprise_value,high_engagement,basic_adoption
5071,2026-02-08,organic,UK,mid_market,software,treatment,0,0,6,1,1,1,1,0,0,0,0,0,9,3,0,13.9,443.73,high_value,high_engagement,basic_adoption
5072,2026-03-13,direct,North America,small,finance,treatment,1,1,30,0,0,1,1,1,0,0,0,0,10,5,0,2.0,67.65,mid_value,high_engagement,moderate_adoption
5073,2026-01-25,referral,Europe,solo,other,control,1,1,26,0,0,0,0,0,1,0,0,0,3,3,1,,15.79,low_value,low_engagement,basic_adoption
5074,2026-03-18,referral,North America,small,software,treatment,1,1,30,0,1,1,1,1,0,0,0,0,11,3,0,1.0,66.93,mid_value,high_engagement,basic_adoption
5075,2026-02-01,referral,Europe,small,retail,treatment,1,1,29,0,1,1,1,0,0,1,0,0,9,3,0,2.6,61.2,mid_value,high_engagement,basic_adoption
5076,2026-02-28,paid_search,Europe,solo,finance,control,1,1,28,0,1,1,1,1,0,0,0,0,10,6,0,4.3,22.35,low_value,high_engagement,moderate_adoption
5077,2026-03-04,direct,APAC,small,other,control,1,1,25,0,0,1,0,1,1,0,0,0,7,4,1,5.6,57.29,mid_value,moderate_engagement,moderate_adoption
5078,2026-02-07,organic,Europe,solo,other,treatment,1,1,25,0,1,1,1,1,0,0,0,0,11,3,1,3.9,27.25,low_value,high_engagement,basic_adoption
5079,2026-02-22,partner,Europe,small,education,control,1,1,30,0,0,1,1,1,0,0,0,0,7,9,0,4.6,65.22,mid_value,moderate_engagement,broad_adoption
5080,2026-03-08,organic,North America,solo,software,treatment,1,1,30,0,1,0,0,1,1,0,0,0,10,5,0,,26.3,low_value,high_engagement,moderate_adoption
5081,2026-01-28,paid_search,North America,solo,software,control,1,1,22,0,1,0,1,1,0,0,0,0,2,1,0,,36.51,low_value,low_engagement,minimal_adoption
5082,2026-01-03,paid_social,North America,small,software,treatment,1,1,30,0,0,0,1,0,0,0,0,0,2,5,0,,80.84,mid_value,low_engagement,moderate_adoption
5083,2026-03-21,partner,North America,mid_market,finance,treatment,1,1,23,0,1,0,1,0,0,0,0,0,5,4,0,,277.32,high_value,moderate_engagement,moderate_adoption
5084,2026-01-22,partner,North America,small,software,control,1,1,29,0,1,0,0,0,1,0,0,0,6,1,0,,31.71,low_value,moderate_engagement,minimal_adoption
5085,2026-02-07,paid_social,Other,small,finance,control,1,1,27,0,1,1,1,1,0,1,0,0,8,5,0,7.9,62.37,mid_value,moderate_engagement,moderate_adoption
5086,2026-03-13,paid_search,Europe,mid_market,software,control,1,1,28,0,0,1,0,1,1,0,1,0,14,5,1,3.4,272.32,high_value,high_engagement,moderate_adoption
5087,2026-03-13,direct,North America,small,education,treatment,1,1,29,0,0,0,0,0,1,1,0,0,7,4,2,,104.3,mid_value,moderate_engagement,moderate_adoption
5088,2026-03-03,organic,North America,solo,other,control,1,1,23,0,0,0,0,0,1,0,0,0,4,1,0,,83.53,mid_value,moderate_engagement,minimal_adoption
5089,2026-02-26,partner,North America,solo,healthcare,control,1,1,25,0,0,0,1,0,0,1,0,0,4,4,1,,38.87,low_value,moderate_engagement,moderate_adoption
5090,2026-01-06,paid_social,North America,mid_market,other,treatment,1,1,24,0,0,0,1,1,0,0,0,1,5,1,0,,337.3,high_value,moderate_engagement,minimal_adoption
5091,2026-03-19,paid_search,North America,small,software,control,1,1,24,0,0,1,1,0,0,0,0,0,9,0,1,1.9,78.51,mid_value,high_engagement,minimal_adoption
5092,2026-02-01,organic,Europe,solo,software,treatment,1,1,25,0,1,1,1,1,0,0,0,0,16,7,1,6.4,23.08,low_value,power_engagement,broad_adoption
5093,2026-01-10,paid_search,APAC,small,software,control,0,0,0,1,0,0,0,0,1,0,0,0,3,3,1,,123.13,mid_value,low_engagement,basic_adoption
5094,2026-01-03,organic,Europe,enterprise,other,control,1,1,24,0,0,1,0,0,1,0,0,1,10,3,0,11.5,666.57,enterprise_value,high_engagement,basic_adoption
5095,2026-02-28,organic,Europe,solo,finance,treatment,1,1,26,0,0,1,1,1,0,0,1,0,3,2,3,2.8,18.32,low_value,low_engagement,basic_adoption
5096,2026-03-17,organic,APAC,small,other,treatment,1,1,27,0,1,0,0,0,1,0,0,1,3,5,1,,65.29,mid_value,low_engagement,moderate_adoption
5097,2026-02-18,paid_search,North America,small,software,control,1,1,28,0,1,1,1,0,0,0,0,0,5,3,1,0.7,72.34,mid_value,moderate_engagement,basic_adoption
5098,2026-02-28,paid_social,North America,small,other,control,1,1,23,0,0,0,0,1,1,0,0,0,4,2,1,,55.0,mid_value,moderate_engagement,basic_adoption
5099,2026-01-31,partner,Europe,small,finance,control,1,1,24,0,0,1,1,0,0,1,1,0,11,7,1,6.9,59.61,mid_value,high_engagement,broad_adoption
5100,2026-03-10,,UK,mid_market,education,control,1,1,21,0,0,1,1,1,0,0,0,0,11,5,0,23.7,237.16,high_value,high_engagement,moderate_adoption
5101,2026-03-03,paid_search,Europe,small,other,control,1,1,21,0,0,0,0,0,1,1,0,0,3,1,0,,60.39,mid_value,low_engagement,minimal_adoption
5102,2026-02-21,paid_search,North America,small,other,control,1,1,25,0,0,0,0,1,1,0,0,0,5,4,0,,73.01,mid_value,moderate_engagement,moderate_adoption
5103,2026-03-30,paid_social,APAC,small,other,control,1,1,21,0,0,0,0,0,1,0,0,0,2,2,0,,72.82,mid_value,low_engagement,basic_adoption
5104,2026-02-10,partner,North America,,software,control,1,1,29,0,1,0,1,0,0,0,0,0,5,4,1,,22.48,low_value,moderate_engagement,moderate_adoption
5105,2026-01-31,paid_social,UK,small,retail,treatment,1,1,23,0,0,0,0,0,1,0,0,0,5,1,0,,128.87,mid_value,moderate_engagement,minimal_adoption
5106,2026-03-26,partner,APAC,solo,other,treatment,1,1,30,0,1,1,1,1,0,0,0,0,3,2,0,10.5,72.72,mid_value,low_engagement,basic_adoption
5107,2026-03-25,paid_social,North America,small,finance,control,1,1,29,0,0,1,1,1,0,0,0,0,14,4,0,5.4,96.73,mid_value,high_engagement,moderate_adoption
5108,2026-01-22,paid_social,APAC,solo,education,treatment,1,1,25,0,0,1,0,1,1,0,0,1,7,6,0,6.6,29.59,low_value,moderate_engagement,moderate_adoption
5109,2026-01-04,paid_search,UK,small,software,control,1,1,22,0,1,1,1,1,0,0,0,0,8,3,1,8.9,48.27,low_value,moderate_engagement,basic_adoption
5110,2026-01-13,partner,APAC,small,software,control,1,1,29,0,0,1,0,0,1,0,0,0,10,4,0,1.4,72.42,mid_value,high_engagement,moderate_adoption
5111,2026-02-14,direct,North America,small,retail,control,1,1,27,0,1,0,0,0,1,0,0,1,2,1,0,,89.35,mid_value,low_engagement,minimal_adoption
5112,2026-02-11,referral,APAC,small,finance,treatment,1,1,26,0,0,0,0,0,1,0,0,0,2,6,2,,77.6,mid_value,low_engagement,moderate_adoption
5113,2026-02-18,partner,North America,small,software,treatment,1,1,21,0,0,0,0,0,1,0,0,0,8,1,1,,81.42,mid_value,moderate_engagement,minimal_adoption
5114,2026-01-20,organic,APAC,small,finance,treatment,1,1,23,0,0,1,1,1,0,0,0,0,11,4,0,10.8,51.92,mid_value,high_engagement,moderate_adoption
5115,2026-03-18,direct,Europe,mid_market,retail,treatment,1,0,5,1,0,1,1,1,0,0,0,0,9,6,0,7.2,352.88,high_value,high_engagement,moderate_adoption
5116,2026-03-22,organic,North America,small,retail,treatment,1,1,25,0,1,0,1,0,0,0,0,0,1,3,0,,77.46,mid_value,low_engagement,basic_adoption
5117,2026-02-23,organic,North America,mid_market,software,control,1,1,25,0,1,1,0,0,1,1,1,1,7,5,0,15.1,271.62,high_value,moderate_engagement,moderate_adoption
5118,2026-02-05,organic,Europe,solo,other,control,1,1,23,0,0,1,0,1,1,0,0,0,9,5,0,6.1,34.23,low_value,high_engagement,moderate_adoption
5119,2026-01-01,direct,Europe,small,software,control,1,1,24,0,1,0,0,0,1,0,1,0,6,4,0,,70.86,mid_value,moderate_engagement,moderate_adoption
5120,2026-01-15,,North America,solo,retail,control,1,1,26,0,1,0,1,0,0,0,0,0,4,3,1,,29.99,low_value,moderate_engagement,basic_adoption
5121,2026-03-18,direct,North America,mid_market,finance,control,1,1,23,0,1,0,0,1,1,1,0,0,10,1,0,,286.76,high_value,high_engagement,minimal_adoption
5122,2026-01-17,partner,Europe,solo,healthcare,treatment,1,1,28,0,1,0,1,0,0,0,0,0,4,5,0,,30.31,low_value,moderate_engagement,moderate_adoption
5123,2026-01-24,paid_search,Europe,small,healthcare,treatment,1,1,23,0,0,0,1,0,0,0,0,0,3,3,0,,101.23,mid_value,low_engagement,basic_adoption
5124,2026-02-27,direct,Europe,small,healthcare,treatment,1,1,24,0,1,1,0,0,1,0,0,0,7,3,1,4.1,77.86,mid_value,moderate_engagement,basic_adoption
5125,2026-03-13,direct,APAC,mid_market,education,treatment,1,1,26,0,1,0,0,0,1,0,0,1,12,2,1,,250.83,high_value,high_engagement,basic_adoption
5126,2026-01-23,paid_social,Europe,solo,education,treatment,1,1,27,0,1,0,1,1,0,0,0,0,10,0,1,,29.97,low_value,high_engagement,minimal_adoption
5127,2026-02-15,organic,North America,small,software,control,1,1,23,0,0,0,1,0,0,1,1,0,9,1,1,,47.93,low_value,high_engagement,minimal_adoption
5128,2026-03-13,referral,Europe,enterprise,retail,treatment,1,1,29,0,1,1,1,1,0,0,0,1,9,5,1,0.7,1048.0,enterprise_value,high_engagement,moderate_adoption
5129,2026-01-08,direct,UK,solo,finance,control,1,1,25,0,0,0,0,1,1,0,0,0,4,2,1,,42.17,low_value,moderate_engagement,basic_adoption
5130,2026-02-28,partner,North America,enterprise,education,control,1,1,25,0,1,1,1,0,0,0,0,0,10,6,1,9.1,779.02,enterprise_value,high_engagement,moderate_adoption
5131,2026-03-31,partner,Europe,solo,retail,control,1,1,29,0,1,0,1,1,0,0,0,0,1,1,1,,40.49,low_value,low_engagement,minimal_adoption
5132,2026-02-28,direct,Europe,mid_market,software,treatment,1,1,23,0,1,1,1,1,0,0,0,0,6,8,0,5.0,206.88,high_value,moderate_engagement,broad_adoption
5133,2026-01-13,direct,Other,enterprise,retail,treatment,1,1,22,0,0,0,1,1,0,0,0,0,9,2,1,,1242.12,enterprise_value,high_engagement,basic_adoption
5134,2026-02-08,referral,Europe,enterprise,other,treatment,1,1,23,0,0,1,1,1,0,0,0,0,16,3,2,10.4,1185.73,enterprise_value,power_engagement,basic_adoption
5135,2026-01-28,referral,UK,small,software,treatment,1,1,25,0,0,1,1,1,0,1,0,0,8,1,1,14.2,75.11,mid_value,moderate_engagement,minimal_adoption
5136,2026-03-30,organic,North America,mid_market,healthcare,treatment,1,1,27,0,1,0,0,1,1,0,0,0,7,1,0,,237.63,high_value,moderate_engagement,minimal_adoption
5137,2026-03-02,referral,UK,solo,retail,treatment,1,1,27,0,1,0,0,0,1,0,0,0,4,4,0,,34.68,low_value,moderate_engagement,moderate_adoption
5138,2026-01-16,paid_social,North America,small,software,control,1,1,23,0,0,1,0,0,1,0,0,0,5,2,0,1.4,36.28,low_value,moderate_engagement,basic_adoption
5139,2026-01-02,partner,Europe,small,retail,control,1,1,30,0,1,1,1,1,0,0,0,0,11,3,1,2.8,82.45,mid_value,high_engagement,basic_adoption
5140,2026-03-23,paid_social,Europe,small,software,control,1,1,29,0,0,1,0,1,1,0,0,0,7,3,3,3.1,68.93,mid_value,moderate_engagement,basic_adoption
5141,2026-01-17,organic,APAC,small,other,control,1,1,28,0,1,1,0,0,1,0,0,0,6,2,1,3.2,76.41,mid_value,moderate_engagement,basic_adoption
5142,2026-01-30,organic,North America,solo,education,treatment,1,1,25,0,1,0,1,0,0,1,0,0,3,3,2,,24.92,low_value,low_engagement,basic_adoption
5143,2026-01-13,referral,North America,,other,control,1,1,22,0,1,0,0,1,1,0,0,0,2,6,0,,626.9,enterprise_value,low_engagement,moderate_adoption
5144,2026-03-23,paid_social,UK,small,finance,treatment,1,1,30,0,1,1,1,0,0,0,0,0,16,4,0,5.7,81.1,mid_value,power_engagement,moderate_adoption
5145,2026-01-13,paid_search,Europe,mid_market,software,treatment,1,1,30,0,1,0,1,1,0,0,0,0,5,3,3,,193.37,high_value,moderate_engagement,basic_adoption
5146,2026-02-12,organic,North America,mid_market,finance,treatment,1,1,24,0,0,0,0,0,1,0,0,0,5,5,2,,278.73,high_value,moderate_engagement,moderate_adoption
5147,2026-03-26,paid_search,North America,mid_market,healthcare,control,1,1,28,0,1,0,0,0,1,0,0,1,3,2,1,,165.13,high_value,low_engagement,basic_adoption
5148,2026-01-21,organic,North America,solo,other,control,1,1,28,0,1,1,1,1,0,0,0,0,5,3,0,5.5,36.34,low_value,moderate_engagement,basic_adoption
5149,2026-02-24,paid_search,Europe,small,other,control,0,0,1,1,0,0,0,0,1,0,0,0,8,4,0,,93.02,mid_value,moderate_engagement,moderate_adoption
5150,2026-03-22,paid_search,APAC,small,retail,control,1,1,21,0,1,1,1,1,0,1,0,1,10,1,0,10.0,92.19,mid_value,high_engagement,minimal_adoption
5151,2026-02-09,paid_search,North America,solo,retail,treatment,1,1,24,0,0,1,1,1,0,1,0,0,12,5,1,1.7,30.03,low_value,high_engagement,moderate_adoption
5152,2026-03-24,paid_search,APAC,small,other,control,1,1,26,0,0,0,0,0,1,0,0,0,1,1,3,,59.2,mid_value,low_engagement,minimal_adoption
5153,2026-01-15,organic,Europe,small,other,control,1,1,23,0,1,1,0,0,1,0,0,0,11,4,0,15.1,66.08,mid_value,high_engagement,moderate_adoption
5154,2026-03-14,partner,North America,solo,retail,control,1,1,21,0,0,1,0,1,1,0,0,0,10,2,0,17.5,16.11,low_value,high_engagement,basic_adoption
5155,2026-02-21,paid_search,Europe,small,healthcare,treatment,1,1,24,0,1,0,0,0,1,1,0,0,6,0,2,,112.13,mid_value,moderate_engagement,minimal_adoption
5156,2026-03-15,organic,Europe,small,healthcare,treatment,1,1,26,0,1,0,1,1,0,0,0,0,8,3,0,,67.31,mid_value,moderate_engagement,basic_adoption
5157,2026-02-22,organic,North America,solo,education,treatment,1,1,25,0,1,0,0,0,1,0,0,0,7,3,0,,20.0,low_value,moderate_engagement,basic_adoption
5158,2026-03-28,paid_search,UK,small,education,control,1,1,21,0,0,0,0,1,1,0,0,0,6,0,0,,110.15,mid_value,moderate_engagement,minimal_adoption
5159,2026-02-21,organic,UK,small,software,control,1,1,24,0,1,0,1,0,0,1,0,0,5,2,0,,79.57,mid_value,moderate_engagement,basic_adoption
5160,2026-01-30,organic,North America,enterprise,healthcare,treatment,1,1,26,0,1,1,1,1,0,0,0,0,9,3,0,5.0,705.94,enterprise_value,high_engagement,basic_adoption
5161,2026-02-02,paid_social,North America,small,education,treatment,1,1,30,0,1,1,1,0,0,1,0,0,8,1,0,7.4,54.56,mid_value,moderate_engagement,minimal_adoption
5162,2026-02-26,paid_social,North America,small,retail,control,1,1,26,0,1,1,1,1,0,0,0,0,6,7,1,5.7,59.56,mid_value,moderate_engagement,broad_adoption
5163,2026-02-21,paid_social,APAC,small,retail,treatment,1,1,26,0,0,0,0,0,1,0,0,0,10,0,2,,54.88,mid_value,high_engagement,minimal_adoption
5164,2026-01-09,referral,North America,mid_market,finance,treatment,1,1,29,0,0,1,1,0,0,0,0,0,8,2,2,9.3,393.82,high_value,moderate_engagement,basic_adoption
5165,2026-02-23,organic,APAC,small,retail,control,1,1,28,0,0,0,0,0,1,0,0,0,4,2,0,,66.87,mid_value,moderate_engagement,basic_adoption
5166,2026-01-01,direct,Europe,small,retail,control,1,1,27,0,0,1,1,0,0,0,0,0,9,3,1,6.7,93.39,mid_value,high_engagement,basic_adoption
5167,2026-02-13,organic,UK,solo,finance,treatment,1,1,30,0,1,1,1,1,0,0,0,0,17,4,2,2.8,45.93,low_value,power_engagement,moderate_adoption
5168,2026-03-16,referral,Europe,solo,other,treatment,1,1,24,0,1,0,0,0,1,0,0,1,5,0,0,,50.0,low_value,moderate_engagement,minimal_adoption
5169,2026-03-21,organic,North America,solo,retail,control,1,1,23,0,1,1,0,1,1,0,0,0,8,6,0,3.3,15.61,low_value,moderate_engagement,moderate_adoption
5170,2026-01-09,partner,APAC,small,other,control,1,1,23,0,0,0,1,1,0,0,0,0,7,1,0,,107.09,mid_value,moderate_engagement,minimal_adoption
5171,2026-02-01,paid_social,UK,small,software,treatment,1,1,23,0,0,0,0,0,1,0,0,0,5,2,1,,123.44,mid_value,moderate_engagement,basic_adoption
5172,2026-01-15,organic,Europe,small,education,treatment,1,1,30,0,0,0,0,1,1,0,0,0,7,3,0,,70.24,mid_value,moderate_engagement,basic_adoption
5173,2026-01-12,paid_social,Europe,small,retail,treatment,1,1,25,0,0,0,0,0,1,0,0,0,7,4,3,,51.86,mid_value,moderate_engagement,moderate_adoption
5174,2026-03-19,organic,Europe,small,finance,treatment,1,1,26,0,1,0,0,0,1,0,0,0,3,1,0,,63.63,mid_value,low_engagement,minimal_adoption
5175,2026-02-26,referral,North America,mid_market,software,control,1,1,24,0,1,1,1,0,0,0,0,0,4,3,1,1.9,293.68,high_value,moderate_engagement,basic_adoption
5176,2026-01-08,referral,Europe,mid_market,finance,treatment,1,1,30,0,0,0,1,1,0,0,0,0,3,5,0,,329.73,high_value,low_engagement,moderate_adoption
