account_id,industry,company_size,region,contract_type,subscription_plan,account_age_months,monthly_recurring_revenue,seat_count,seats_used_percent,weekly_active_users,feature_adoption_rate,avg_session_minutes,admin_logins_last_30d,onboarding_completion_percent,days_since_last_login,support_tickets_last_90d,nps_score,nps_band,account_health_score,health_band,churn_flag,renewal_probability,expansion_revenue,usage_band,revenue_band,login_recency_band
2768,software,small,Other,annual,starter,42,53.95,6,61.93,2,38.75,20.57,2,43.63,13,2,49.0,passive,0.512,medium_health,0,72.45,12.12,medium_usage,low_mrr,warming_8_30d
2769,healthcare,small,North America,annual,growth,40,129.22,16,64.56,7,37.77,19.79,6,85.49,9,1,67.0,promoter,0.647,medium_health,1,91.27,0.3,medium_usage,mid_mrr,warming_8_30d
2770,retail,small,North America,monthly,growth,28,196.79,13,57.25,3,19.3,21.84,2,62.93,1,2,12.0,passive,0.438,medium_health,0,61.76,29.66,low_usage,mid_mrr,active_0_7d
2771,,small,APAC,monthly,starter,21,37.23,8,84.51,2,29.61,23.07,3,56.22,28,2,23.0,passive,0.551,medium_health,0,76.85,3.37,low_usage,low_mrr,warming_8_30d
2772,,small,APAC,monthly,growth,19,71.38,16,62.27,2,18.68,12.44,2,33.78,42,1,24.0,passive,0.349,medium_health,0,53.73,22.11,low_usage,low_mrr,inactive_31_90d
2773,education,small,Europe,monthly,business,2,451.76,33,80.13,12,36.14,19.86,2,55.39,14,1,,,0.586,medium_health,0,71.5,163.24,medium_usage,mid_mrr,warming_8_30d
2774,finance,small,Europe,monthly,growth,42,115.37,12,70.79,3,40.32,11.9,5,79.89,24,1,-11.0,detractor,0.6,medium_health,1,74.85,0.05,medium_usage,mid_mrr,warming_8_30d
2775,healthcare,enterprise,APAC,annual,growth,38,771.91,23,66.62,7,33.41,21.07,3,57.19,14,1,45.0,passive,0.536,medium_health,0,78.55,236.55,low_usage,high_mrr,warming_8_30d
2776,finance,small,UK,annual,growth,25,167.21,14,56.41,4,29.35,27.22,2,39.42,12,4,5.0,passive,0.406,medium_health,0,77.55,20.96,low_usage,mid_mrr,warming_8_30d
2777,software,enterprise,North America,monthly,business,47,2096.74,36,95.25,20,57.83,28.47,8,62.28,12,0,42.0,passive,0.767,high_health,0,75.8,1264.73,medium_usage,enterprise_mrr,warming_8_30d
2778,software,small,North America,monthly,business,14,219.38,38,38.7,13,25.31,17.72,3,39.52,14,3,,,0.334,medium_health,1,65.22,2.65,low_usage,mid_mrr,warming_8_30d
2779,finance,mid_market,Europe,annual,growth,11,330.83,19,88.14,5,38.26,12.49,4,36.51,19,5,11.0,passive,0.549,medium_health,1,73.7,11.16,medium_usage,mid_mrr,warming_8_30d
2780,software,small,APAC,annual,starter,62,57.25,3,44.21,1,11.79,21.19,4,57.71,15,2,39.0,passive,0.351,medium_health,0,68.48,10.45,low_usage,low_mrr,warming_8_30d
2781,software,small,APAC,annual,growth,11,91.28,15,61.42,2,5.51,10.6,3,28.73,66,6,-25.0,detractor,0.216,low_health,0,71.08,12.15,low_usage,low_mrr,inactive_31_90d
2782,education,mid_market,Other,monthly,growth,18,192.61,16,65.16,3,21.4,18.0,5,61.35,15,3,25.0,passive,0.47,medium_health,1,80.43,1.78,low_usage,mid_mrr,warming_8_30d
2783,other,small,APAC,monthly,growth,8,102.49,15,69.63,3,22.45,21.39,3,66.85,9,1,33.0,passive,0.516,medium_health,1,72.0,0.93,low_usage,mid_mrr,warming_8_30d
2784,education,mid_market,Europe,annual,starter,18,140.0,4,81.08,1,33.88,12.23,2,85.04,1,0,49.0,passive,0.678,high_health,0,76.01,9.31,low_usage,mid_mrr,active_0_7d
2785,other,small,Europe,annual,growth,23,74.03,16,50.66,4,28.27,16.72,4,50.13,24,1,45.0,passive,0.429,medium_health,0,74.59,6.41,low_usage,low_mrr,warming_8_30d
2786,software,small,UK,monthly,starter,18,65.51,9,58.27,1,21.81,8.14,3,6.92,2,2,,,0.318,low_health,0,59.13,0.65,low_usage,low_mrr,active_0_7d
2787,other,small,UK,monthly,starter,13,56.21,7,94.49,1,37.67,14.55,5,63.43,13,0,29.0,passive,0.66,medium_health,0,79.58,17.67,medium_usage,low_mrr,warming_8_30d
2788,software,mid_market,Europe,annual,business,6,802.15,33,73.13,10,34.14,14.71,2,53.46,0,1,18.0,passive,0.544,medium_health,0,91.78,202.97,low_usage,high_mrr,active_0_7d
2789,other,small,North America,monthly,starter,19,29.18,3,47.4,0,1.22,20.55,1,33.41,24,2,14.0,passive,0.219,low_health,0,71.3,5.41,low_usage,low_mrr,warming_8_30d
2790,other,mid_market,APAC,annual,growth,43,248.05,13,45.53,4,34.81,19.25,2,55.87,3,3,18.0,passive,0.456,medium_health,1,73.64,3.09,low_usage,mid_mrr,active_0_7d
2791,retail,enterprise,Europe,monthly,enterprise,0,7888.66,121,75.11,41,31.02,15.73,1,51.24,6,3,24.0,passive,0.529,medium_health,1,75.61,597.7,low_usage,enterprise_mrr,active_0_7d
2792,other,small,North America,annual,growth,3,231.32,16,57.65,2,21.56,13.5,7,62.25,23,3,35.0,passive,0.448,medium_health,0,84.31,73.55,low_usage,mid_mrr,warming_8_30d
2793,healthcare,small,Europe,monthly,starter,2,34.15,10,67.39,1,29.25,21.87,3,47.21,15,2,38.0,passive,0.485,medium_health,1,66.15,0.05,low_usage,low_mrr,warming_8_30d
2794,software,mid_market,Europe,monthly,growth,46,488.85,17,88.85,7,41.93,10.73,3,68.63,3,0,79.0,promoter,0.718,high_health,1,78.75,24.1,medium_usage,mid_mrr,active_0_7d
2795,finance,small,North America,annual,starter,20,62.29,6,98.1,1,51.25,15.18,6,60.35,6,2,44.0,passive,0.745,high_health,0,95.5,27.49,medium_usage,low_mrr,active_0_7d
2796,healthcare,small,APAC,annual,starter,55,48.88,6,60.81,2,34.57,11.72,1,62.59,9,1,16.0,passive,0.52,medium_health,0,73.72,4.42,low_usage,low_mrr,warming_8_30d
2797,software,small,North America,annual,starter,16,37.85,9,80.08,2,13.84,18.46,4,52.29,8,4,22.0,passive,0.463,medium_health,1,80.54,1.15,low_usage,low_mrr,warming_8_30d
2798,retail,small,North America,monthly,starter,11,39.98,4,88.47,1,31.8,19.23,4,47.86,15,4,10.0,passive,0.553,medium_health,0,73.43,17.46,low_usage,low_mrr,warming_8_30d
2799,other,small,Europe,annual,enterprise,28,2271.28,113,44.51,32,44.2,17.59,2,65.68,8,4,24.0,passive,0.525,medium_health,1,69.0,1.77,medium_usage,enterprise_mrr,warming_8_30d
2800,software,small,UK,monthly,starter,3,52.16,7,31.7,1,27.98,14.84,1,67.35,15,5,25.0,passive,0.403,medium_health,1,54.44,1.0,low_usage,low_mrr,warming_8_30d
2801,education,mid_market,Other,monthly,business,9,1398.1,33,50.6,4,13.6,8.16,4,48.54,5,1,33.0,passive,0.36,medium_health,0,64.34,297.07,low_usage,high_mrr,active_0_7d
2802,other,small,APAC,annual,growth,11,162.15,13,96.92,4,44.88,15.99,6,89.97,99,2,32.0,passive,0.713,high_health,0,93.9,43.78,medium_usage,mid_mrr,dormant_90d_plus
2803,other,small,Other,monthly,enterprise,6,1024.16,122,57.4,39,36.32,21.37,4,71.59,23,1,,,0.528,medium_health,0,73.96,123.06,medium_usage,high_mrr,warming_8_30d
2804,other,enterprise,North America,monthly,business,8,2447.52,33,47.74,5,19.23,7.22,4,51.15,9,0,,,0.371,medium_health,0,64.37,464.97,low_usage,enterprise_mrr,warming_8_30d
2805,healthcare,mid_market,North America,monthly,business,1,1868.07,44,70.11,7,20.16,14.1,2,65.95,59,2,16.0,passive,0.454,medium_health,1,63.27,22.69,low_usage,enterprise_mrr,inactive_31_90d
2806,other,mid_market,Europe,monthly,enterprise,4,2107.15,124,68.82,43,46.39,25.77,3,52.29,17,2,49.0,passive,0.593,medium_health,0,72.2,521.31,medium_usage,enterprise_mrr,warming_8_30d
2807,education,small,North America,annual,starter,7,67.47,8,73.61,2,45.93,16.91,3,70.89,10,3,13.0,passive,0.64,medium_health,1,93.96,2.33,medium_usage,low_mrr,warming_8_30d
2808,software,mid_market,APAC,annual,growth,29,350.4,16,84.5,4,44.8,15.39,1,52.22,3,4,45.0,passive,0.648,medium_health,1,85.78,11.75,medium_usage,mid_mrr,active_0_7d
2809,healthcare,small,Europe,monthly,starter,4,29.5,8,65.38,2,33.25,20.16,2,9.99,15,0,20.0,passive,0.382,medium_health,0,74.01,4.7,low_usage,low_mrr,warming_8_30d
2810,retail,small,Other,annual,growth,8,89.01,15,90.58,3,23.1,13.5,6,55.39,6,2,45.0,passive,0.57,medium_health,0,91.61,18.97,low_usage,low_mrr,active_0_7d
2811,software,small,North America,monthly,growth,1,127.2,19,72.92,7,22.19,18.92,4,63.02,1,0,44.0,passive,0.529,medium_health,0,79.36,40.78,low_usage,mid_mrr,active_0_7d
2812,retail,small,Europe,monthly,starter,15,55.34,2,27.99,0,7.81,9.7,3,44.63,8,2,26.0,passive,0.235,low_health,0,44.11,15.26,low_usage,low_mrr,warming_8_30d
2813,retail,mid_market,Europe,monthly,business,17,1193.74,42,79.71,14,33.21,9.27,5,50.22,0,2,45.0,passive,0.572,medium_health,1,78.85,26.32,low_usage,high_mrr,active_0_7d
2814,software,small,North America,monthly,starter,36,28.28,4,85.19,1,30.54,15.77,4,46.29,13,1,21.0,passive,0.54,medium_health,0,65.53,5.99,low_usage,low_mrr,warming_8_30d
2815,healthcare,mid_market,Europe,monthly,business,31,1103.08,32,73.22,10,53.05,28.12,1,50.0,1,2,50.0,passive,0.648,medium_health,0,67.75,341.98,medium_usage,high_mrr,active_0_7d
2816,education,mid_market,Europe,annual,starter,6,103.42,4,75.83,1,35.81,22.72,1,39.6,2,0,60.0,promoter,0.55,medium_health,0,71.46,10.91,medium_usage,mid_mrr,active_0_7d
2817,healthcare,mid_market,Europe,monthly,business,3,878.82,49,65.31,16,52.96,23.15,3,73.18,41,1,21.0,passive,0.633,medium_health,0,71.7,287.64,medium_usage,high_mrr,inactive_31_90d
2818,software,small,North America,monthly,starter,3,60.21,6,60.17,1,0.0,19.02,3,57.58,16,2,24.0,passive,0.337,medium_health,0,72.95,31.64,low_usage,low_mrr,warming_8_30d
2819,software,small,North America,monthly,starter,63,90.28,6,45.28,2,21.26,22.21,3,56.0,37,2,15.0,passive,0.362,medium_health,1,57.82,0.24,low_usage,low_mrr,inactive_31_90d
2820,finance,small,Europe,monthly,growth,20,165.71,14,51.12,4,53.79,16.62,5,44.77,1,2,,,0.537,medium_health,0,55.69,47.98,medium_usage,mid_mrr,active_0_7d
2821,other,small,North America,annual,starter,1,30.48,3,85.07,0,22.64,6.9,1,36.43,80,1,26.0,passive,0.426,medium_health,0,61.45,1.99,low_usage,low_mrr,inactive_31_90d
2822,software,enterprise,North America,monthly,business,3,1868.55,52,65.11,13,42.85,21.14,8,64.3,20,3,46.0,passive,0.592,medium_health,0,78.33,443.94,medium_usage,enterprise_mrr,warming_8_30d
2823,retail,small,North America,annual,business,12,537.65,42,77.01,12,14.48,25.13,3,55.15,24,2,,,0.476,medium_health,0,68.26,64.0,low_usage,high_mrr,warming_8_30d
2824,software,small,North America,monthly,starter,4,66.79,8,78.5,0,0.0,18.5,2,42.58,46,1,34.0,passive,0.343,medium_health,1,40.89,0.68,low_usage,low_mrr,inactive_31_90d
2825,finance,mid_market,Europe,monthly,business,29,1108.16,30,73.57,14,61.15,22.99,4,73.43,35,0,53.0,promoter,0.729,high_health,1,72.8,1.66,medium_usage,high_mrr,inactive_31_90d
2826,education,small,North America,monthly,starter,15,40.99,6,81.29,1,31.04,20.49,1,62.79,19,0,46.0,passive,0.588,medium_health,0,68.18,4.56,low_usage,low_mrr,warming_8_30d
2827,retail,mid_market,Europe,annual,starter,17,66.79,6,62.01,1,30.73,7.25,1,45.19,16,1,29.0,passive,0.461,medium_health,1,74.8,7.52,low_usage,low_mrr,warming_8_30d
2828,software,small,UK,monthly,starter,11,60.23,4,80.26,1,33.22,28.12,6,37.39,2,3,,,0.529,medium_health,0,71.24,4.23,low_usage,low_mrr,active_0_7d
2829,finance,small,Europe,monthly,enterprise,5,784.54,121,75.28,27,61.96,17.57,6,59.75,2,1,10.0,passive,0.696,high_health,0,77.71,261.03,medium_usage,high_mrr,active_0_7d
2830,,small,APAC,annual,starter,16,62.45,4,56.46,1,22.26,2.68,1,42.88,6,0,25.0,passive,0.4,medium_health,0,78.52,5.67,low_usage,low_mrr,active_0_7d
2831,healthcare,small,Europe,annual,business,23,508.57,43,65.1,15,35.23,21.33,2,57.54,6,2,71.0,promoter,0.565,medium_health,0,83.36,171.57,medium_usage,high_mrr,active_0_7d
2832,retail,small,Europe,monthly,enterprise,8,1018.8,116,67.31,35,48.65,20.06,4,59.16,64,2,35.0,passive,0.572,medium_health,0,69.08,247.82,medium_usage,high_mrr,inactive_31_90d
2833,software,mid_market,APAC,annual,growth,13,315.15,11,33.01,3,29.77,19.92,5,65.45,17,0,42.0,passive,0.421,medium_health,0,65.2,42.6,low_usage,mid_mrr,warming_8_30d
2834,finance,small,Europe,annual,growth,33,159.73,15,60.79,6,32.24,18.7,4,55.27,15,0,26.0,passive,0.491,medium_health,0,72.61,60.67,low_usage,mid_mrr,warming_8_30d
2835,finance,enterprise,UK,monthly,enterprise,3,4838.35,120,69.56,22,31.33,13.24,4,47.21,13,0,36.0,passive,0.503,medium_health,0,53.71,1248.08,low_usage,enterprise_mrr,warming_8_30d
2836,other,small,Europe,monthly,starter,14,30.21,5,65.47,1,40.13,13.23,3,49.41,2,2,9.0,passive,0.527,medium_health,0,56.51,10.92,medium_usage,low_mrr,active_0_7d
2837,,small,Europe,monthly,starter,8,48.33,8,38.32,1,15.09,14.25,1,28.76,14,0,27.0,passive,0.259,low_health,1,61.11,2.99,low_usage,low_mrr,warming_8_30d
2838,software,mid_market,UK,monthly,growth,22,335.35,16,52.83,5,25.76,17.48,9,64.63,5,0,53.0,promoter,0.484,medium_health,0,63.26,116.97,low_usage,mid_mrr,active_0_7d
2839,education,enterprise,North America,annual,enterprise,0,9661.28,141,74.17,49,50.46,32.95,6,79.8,11,3,50.0,passive,0.713,high_health,0,93.09,3131.8,medium_usage,enterprise_mrr,warming_8_30d
2840,finance,small,North America,monthly,growth,20,113.32,21,49.66,6,28.82,16.45,4,51.32,5,0,20.0,passive,0.429,medium_health,0,85.66,14.7,low_usage,mid_mrr,active_0_7d
2841,finance,small,North America,monthly,starter,2,71.22,8,72.71,1,25.74,10.49,1,44.5,13,1,16.0,passive,0.466,medium_health,0,53.88,16.99,low_usage,low_mrr,warming_8_30d
2842,education,mid_market,North America,annual,starter,1,72.15,7,93.81,1,36.51,21.51,3,29.73,17,2,20.0,passive,0.55,medium_health,0,86.23,6.54,medium_usage,low_mrr,warming_8_30d
2843,other,small,North America,monthly,business,23,249.22,33,63.55,14,27.16,19.41,11,49.11,9,2,23.0,passive,0.462,medium_health,1,66.03,20.93,low_usage,mid_mrr,warming_8_30d
2844,other,mid_market,Europe,annual,starter,18,97.03,7,80.31,1,8.05,22.46,5,45.04,0,3,12.0,passive,0.415,medium_health,0,71.55,24.01,low_usage,low_mrr,active_0_7d
2845,healthcare,small,UK,annual,growth,41,107.19,16,83.63,5,63.56,17.79,2,39.53,3,1,20.0,passive,0.683,high_health,0,67.67,4.32,medium_usage,mid_mrr,active_0_7d
2846,finance,mid_market,UK,annual,starter,13,67.0,4,54.66,1,19.54,18.54,1,55.66,17,1,,,0.407,medium_health,0,60.08,9.07,low_usage,low_mrr,warming_8_30d
2847,education,enterprise,North America,annual,enterprise,14,11849.37,126,65.69,29,23.99,26.54,4,68.41,3,0,46.0,passive,0.527,medium_health,1,77.07,319.93,low_usage,enterprise_mrr,active_0_7d
2848,software,mid_market,Other,monthly,enterprise,22,9015.96,124,70.11,47,32.11,28.69,5,67.44,3,2,23.0,passive,0.563,medium_health,0,81.15,247.77,low_usage,enterprise_mrr,active_0_7d
2849,healthcare,small,Europe,monthly,starter,7,110.03,6,79.63,1,18.71,20.26,3,32.9,20,2,21.0,passive,0.422,medium_health,1,61.17,4.04,low_usage,mid_mrr,warming_8_30d
2850,finance,small,Europe,monthly,starter,1,34.59,6,66.18,1,26.29,2.85,4,32.58,10,1,3.0,passive,0.406,medium_health,0,53.34,10.73,low_usage,low_mrr,warming_8_30d
2851,retail,enterprise,APAC,monthly,business,5,1097.08,45,61.53,10,3.35,8.4,5,44.24,20,1,43.0,passive,0.331,medium_health,0,59.99,179.08,low_usage,high_mrr,warming_8_30d
2852,software,small,UK,monthly,starter,5,77.0,7,61.8,1,32.64,17.47,1,43.51,2,3,23.0,passive,0.472,medium_health,0,72.74,8.23,low_usage,low_mrr,active_0_7d
2853,software,small,UK,monthly,starter,7,38.0,8,66.68,1,9.85,5.52,1,55.39,28,0,15.0,passive,0.386,medium_health,1,69.59,1.5,low_usage,low_mrr,warming_8_30d
2854,other,mid_market,North America,annual,business,52,921.52,38,81.18,17,62.84,13.83,6,81.29,12,2,42.0,passive,0.795,high_health,0,85.55,376.76,medium_usage,high_mrr,warming_8_30d
2855,software,small,Europe,annual,starter,29,30.49,6,64.24,1,42.16,24.04,4,61.64,11,3,,,0.581,medium_health,1,85.15,0.66,medium_usage,low_mrr,warming_8_30d
2856,healthcare,small,APAC,monthly,starter,49,48.35,8,47.94,1,38.16,12.39,4,39.47,27,1,23.0,passive,0.42,medium_health,1,62.12,1.68,medium_usage,low_mrr,warming_8_30d
2857,software,small,Europe,monthly,growth,84,92.19,17,34.75,6,39.57,16.32,0,75.75,41,1,20.0,passive,0.469,medium_health,0,81.31,11.8,medium_usage,low_mrr,inactive_31_90d
2858,software,small,UK,monthly,growth,10,145.2,13,33.7,1,16.56,10.89,0,28.02,20,1,,,0.232,low_health,0,59.1,30.34,low_usage,mid_mrr,warming_8_30d
2859,software,small,Europe,annual,starter,5,41.51,5,60.31,1,46.29,24.16,5,40.79,2,3,,,0.529,medium_health,0,68.12,4.73,medium_usage,low_mrr,active_0_7d
2860,software,mid_market,APAC,annual,business,15,951.47,29,78.1,9,36.98,28.4,6,59.25,13,4,24.0,passive,0.585,medium_health,0,88.11,437.74,medium_usage,high_mrr,warming_8_30d
2861,other,small,North America,monthly,growth,38,185.48,10,63.83,4,43.74,32.87,1,67.34,0,1,,,0.618,medium_health,0,53.81,62.86,medium_usage,mid_mrr,active_0_7d
2862,finance,mid_market,Europe,monthly,growth,11,356.66,20,57.94,4,30.94,20.85,3,50.26,7,3,42.0,passive,0.478,medium_health,1,72.26,8.9,low_usage,mid_mrr,active_0_7d
2863,other,mid_market,North America,monthly,growth,13,383.86,9,87.52,1,44.36,25.97,5,57.46,20,5,,,0.642,medium_health,0,69.97,55.01,medium_usage,mid_mrr,warming_8_30d
2864,healthcare,mid_market,UK,annual,starter,3,103.76,7,81.37,2,34.36,15.43,6,29.49,29,1,60.0,promoter,0.514,medium_health,1,67.09,0.63,low_usage,mid_mrr,warming_8_30d
2865,finance,small,UK,monthly,growth,10,127.94,17,56.42,4,15.0,7.42,2,47.46,8,1,22.0,passive,0.374,medium_health,0,55.41,21.75,low_usage,mid_mrr,warming_8_30d
2866,healthcare,mid_market,North America,monthly,business,9,1034.8,35,55.63,6,37.21,19.0,7,38.06,5,4,31.0,passive,0.461,medium_health,0,57.41,205.19,medium_usage,high_mrr,active_0_7d
2867,healthcare,small,Europe,annual,growth,8,143.3,18,87.32,4,29.43,16.28,5,66.04,3,1,43.0,passive,0.62,medium_health,0,77.0,40.98,low_usage,mid_mrr,active_0_7d
2868,education,small,Europe,annual,starter,39,47.76,7,90.02,2,30.26,29.45,3,74.01,9,0,57.0,promoter,0.66,medium_health,0,75.78,25.81,low_usage,low_mrr,warming_8_30d
2869,finance,mid_market,North America,annual,growth,1,376.76,18,75.15,2,16.95,13.05,3,59.27,10,2,44.0,passive,0.494,medium_health,0,75.84,39.43,low_usage,mid_mrr,warming_8_30d
2870,finance,small,Europe,monthly,growth,64,103.78,13,93.02,6,30.48,17.12,6,71.83,9,2,19.0,passive,0.64,medium_health,0,74.12,53.95,low_usage,mid_mrr,warming_8_30d
2871,other,enterprise,North America,annual,business,0,3290.4,29,90.47,5,30.17,15.29,2,30.51,5,3,,,0.523,medium_health,1,64.42,167.57,low_usage,enterprise_mrr,active_0_7d
2872,other,small,Europe,monthly,starter,52,44.9,5,92.13,2,16.84,21.51,7,78.93,8,0,31.0,passive,0.599,medium_health,0,64.68,19.48,low_usage,low_mrr,warming_8_30d
2873,other,mid_market,Europe,monthly,growth,14,342.36,10,80.06,2,38.01,18.23,4,71.85,7,1,,,0.637,medium_health,1,71.45,15.05,medium_usage,mid_mrr,active_0_7d
2874,finance,small,UK,monthly,growth,22,146.7,8,52.52,1,1.75,15.66,3,29.78,75,3,19.0,passive,0.193,low_health,1,56.47,3.48,low_usage,mid_mrr,inactive_31_90d
2875,education,enterprise,UK,monthly,growth,4,936.21,12,90.74,2,45.42,25.08,4,40.76,3,4,50.0,passive,0.644,medium_health,0,58.31,147.35,medium_usage,high_mrr,active_0_7d
2876,healthcare,small,Europe,monthly,growth,19,167.78,19,51.96,3,16.08,8.81,1,43.64,2,3,43.0,passive,0.372,medium_health,0,52.4,80.8,low_usage,mid_mrr,active_0_7d
2877,healthcare,small,North America,annual,growth,38,146.42,17,44.2,4,21.23,22.52,3,50.76,27,2,18.0,passive,0.353,medium_health,0,76.19,63.22,low_usage,mid_mrr,warming_8_30d
2878,software,small,APAC,monthly,growth,3,247.4,17,53.77,2,20.04,18.79,4,60.02,27,6,,,0.407,medium_health,1,65.12,14.51,low_usage,mid_mrr,warming_8_30d
2879,healthcare,small,UK,annual,growth,2,48.56,16,97.06,4,39.64,19.97,5,65.42,26,0,73.0,promoter,0.704,high_health,0,76.95,24.0,medium_usage,low_mrr,warming_8_30d
2880,software,small,North America,monthly,growth,7,230.18,13,62.42,2,25.09,18.44,4,55.77,12,1,11.0,passive,0.455,medium_health,0,62.15,48.5,low_usage,mid_mrr,warming_8_30d
2881,finance,mid_market,APAC,monthly,starter,3,148.76,6,61.26,0,0.0,10.36,2,49.7,5,0,,,0.341,medium_health,0,54.16,45.53,low_usage,mid_mrr,active_0_7d
2882,other,small,North America,annual,starter,2,25.77,6,50.07,0,14.05,4.69,2,36.59,45,0,13.0,passive,0.282,low_health,0,58.54,6.78,low_usage,low_mrr,inactive_31_90d
2883,software,small,Europe,annual,growth,20,206.27,13,78.6,3,30.48,19.57,7,30.15,25,4,29.0,passive,0.469,medium_health,0,80.98,42.3,low_usage,mid_mrr,warming_8_30d
2884,software,small,Europe,monthly,starter,4,70.97,5,75.27,1,16.82,11.44,1,52.84,25,2,29.0,passive,0.454,medium_health,0,62.99,9.44,low_usage,low_mrr,warming_8_30d
2885,software,mid_market,Europe,annual,business,20,4274.12,42,74.19,12,37.64,20.59,2,55.75,1,2,42.0,passive,0.587,medium_health,0,75.77,213.7,medium_usage,high_mrr,active_0_7d
2886,other,mid_market,APAC,monthly,business,36,508.64,37,70.84,10,29.72,17.06,6,68.95,10,1,47.0,passive,0.57,medium_health,0,78.86,188.71,low_usage,high_mrr,warming_8_30d
2887,healthcare,mid_market,Europe,annual,growth,19,416.27,11,69.33,3,25.48,24.11,7,74.17,6,1,23.0,passive,0.545,medium_health,0,72.63,151.53,low_usage,mid_mrr,active_0_7d
2888,finance,mid_market,North America,monthly,growth,2,466.34,14,44.75,2,29.04,21.44,3,21.95,7,4,18.0,passive,0.329,low_health,1,72.46,9.1,low_usage,mid_mrr,active_0_7d
2889,education,small,Other,annual,starter,15,160.44,5,78.48,0,0.0,17.8,2,41.04,3,4,-2.0,detractor,0.347,medium_health,0,67.14,11.52,low_usage,low_mrr,active_0_7d
2890,education,small,APAC,monthly,starter,9,57.18,6,89.77,2,41.14,26.21,3,52.6,32,3,34.0,passive,0.619,medium_health,0,83.5,17.44,medium_usage,low_mrr,inactive_31_90d
2891,finance,small,UK,annual,starter,8,43.3,3,51.57,0,1.36,13.7,2,62.16,5,0,,,0.341,medium_health,0,72.74,10.61,low_usage,low_mrr,active_0_7d
2892,retail,mid_market,Europe,annual,enterprise,7,3599.02,133,91.43,49,70.9,28.37,7,70.04,1,0,69.0,promoter,0.865,high_health,0,96.54,943.45,high_usage,enterprise_mrr,active_0_7d
2893,education,enterprise,North America,monthly,business,48,1787.68,48,76.7,25,35.01,19.79,2,67.72,8,0,30.0,passive,0.602,medium_health,0,84.91,248.21,medium_usage,enterprise_mrr,warming_8_30d
2894,retail,small,UK,annual,growth,24,121.62,22,72.14,5,16.35,14.48,3,53.31,12,0,36.0,passive,0.457,medium_health,0,79.83,37.1,low_usage,mid_mrr,warming_8_30d
2895,software,small,North America,monthly,starter,3,48.33,4,80.72,1,54.03,16.56,1,73.15,7,0,59.0,promoter,0.744,high_health,0,72.99,7.73,medium_usage,low_mrr,active_0_7d
2896,other,small,North America,monthly,starter,12,30.64,7,64.78,1,32.85,22.05,4,46.36,8,3,-2.0,detractor,0.469,medium_health,0,58.4,4.73,low_usage,low_mrr,warming_8_30d
2897,healthcare,small,Europe,annual,starter,7,46.68,5,37.36,1,10.61,13.55,5,51.17,9,2,21.0,passive,0.295,low_health,1,75.92,0.96,low_usage,low_mrr,warming_8_30d
2898,finance,small,North America,monthly,growth,69,169.13,20,67.57,10,40.46,28.06,3,88.03,14,0,40.0,passive,0.655,medium_health,1,75.09,5.93,medium_usage,mid_mrr,warming_8_30d
2899,finance,small,North America,monthly,starter,69,66.44,6,64.26,2,22.65,11.79,8,60.05,5,2,49.0,passive,0.493,medium_health,0,63.86,9.24,low_usage,low_mrr,active_0_7d
2900,software,enterprise,Europe,monthly,business,7,2176.63,43,58.36,10,32.87,5.37,0,53.52,46,2,,,0.463,medium_health,1,73.95,4.85,low_usage,enterprise_mrr,inactive_31_90d
2901,software,small,North America,annual,growth,8,90.25,14,84.67,7,51.26,18.06,4,77.43,6,1,25.0,passive,0.733,high_health,1,83.19,2.95,medium_usage,low_mrr,active_0_7d
2902,education,enterprise,North America,monthly,growth,16,1195.93,20,61.3,5,26.34,16.9,6,56.68,9,0,29.0,passive,0.475,medium_health,1,57.15,23.32,low_usage,high_mrr,warming_8_30d
2903,,mid_market,North America,monthly,growth,12,541.89,11,53.93,1,38.39,20.18,2,51.91,3,2,-2.0,detractor,0.478,medium_health,0,68.62,94.57,medium_usage,high_mrr,active_0_7d
2904,finance,mid_market,North America,annual,growth,4,340.97,15,70.79,2,12.21,13.68,1,24.93,11,5,38.0,passive,0.356,medium_health,1,67.02,12.71,low_usage,mid_mrr,warming_8_30d
2905,healthcare,mid_market,UK,annual,growth,19,251.95,15,77.26,7,23.98,30.39,7,89.04,16,0,68.0,promoter,0.63,medium_health,1,85.91,0.39,low_usage,mid_mrr,warming_8_30d
2906,software,mid_market,APAC,annual,growth,7,272.15,16,64.68,3,64.45,20.5,4,45.73,6,4,32.0,passive,0.645,medium_health,0,54.79,126.05,medium_usage,mid_mrr,active_0_7d
2907,other,mid_market,Europe,annual,growth,19,305.26,14,51.79,2,32.88,13.73,5,38.49,4,3,-5.0,detractor,0.404,medium_health,0,56.79,147.75,low_usage,mid_mrr,active_0_7d
2908,software,mid_market,Europe,annual,growth,9,361.38,15,47.98,4,24.88,17.75,1,41.72,24,2,42.0,passive,0.378,medium_health,0,81.76,100.2,low_usage,mid_mrr,warming_8_30d
2909,finance,small,North America,monthly,business,22,358.67,36,65.79,8,35.24,11.24,7,38.95,14,1,17.0,passive,0.472,medium_health,1,63.95,2.51,medium_usage,mid_mrr,warming_8_30d
2910,finance,enterprise,North America,monthly,enterprise,20,4442.97,121,55.04,20,26.93,14.58,4,63.28,11,0,17.0,passive,0.464,medium_health,0,67.44,944.94,low_usage,enterprise_mrr,warming_8_30d
