listing_id,seller_id,buyer_id,category,item_price,shipping_price,listing_age_days,views,likes,add_to_cart,purchased,seller_rating,buyer_returning,region,add_to_cart_invalid_flag,purchased_invalid_flag,buyer_returning_invalid_flag,add_to_cart_clean,purchased_clean,buyer_returning_clean,seller_rating_missing_flag,item_price_invalid_flag,views_invalid_flag,listing_age_days_invalid_flag,likes_invalid_flag,seller_rating_invalid_flag
437,27,342,bags,86.75,2.99,87,30,8,0,0,4.05,yes,Narva,False,False,False,0,0,1,False,False,False,False,False,False
438,27,476,clothing,21.46,3.49,35,35,4,0,0,4.74,yes,Narva,False,False,False,0,0,1,False,False,False,False,False,False
439,226,63,bags,40.6,3.49,2,362,3,0,0,4.73,yes,Narva,False,False,False,0,0,1,False,False,False,False,False,False
440,21,360,accessories,9.92,2.49,22,18,8,0,0,5.0,no,Tartu,False,False,False,0,0,0,False,False,False,False,False,False
441,30,561,clothing,12.56,5.99,8,145,5,0,0,4.66,yes,Tallinn,False,False,False,0,0,1,False,False,False,False,False,False
442,97,327,clothing,34.15,2.99,0,21,3,0,1,4.13,no,Tallinn,False,False,False,0,1,0,False,False,False,False,False,False
443,28,141,accessories,69.33,4.99,9,24,5,0,0,4.26,no,Narva,False,False,False,0,0,0,False,False,False,False,False,False
444,111,215,shoes,31.47,3.49,5,322,1,0,1,4.19,no,Pärnu,False,False,False,0,1,0,False,False,False,False,False,False
445,192,435,clothing,19.7,2.99,31,26,4,0,1,4.41,no,Narva,False,False,False,0,1,0,False,False,False,False,False,False
446,225,318,home,24.52,5.99,7,9,3,0,0,4.54,yes,Tartu,False,False,False,0,0,1,False,False,False,False,False,False
447,197,32,clothing,10.22,2.49,32,39,1,0,0,,yes,Narva,False,False,False,0,0,1,True,False,False,False,False,False
448,61,670,accessories,37.46,3.49,0,26,3,1,0,5.0,no,Narva,False,False,False,1,0,0,False,False,False,False,False,False
449,48,285,home,45.5,2.99,7,42,4,0,1,,no,Tallinn,False,False,False,0,1,0,True,False,False,False,False,False
450,147,305,clothing,17.88,2.99,5,27,1,0,0,5.0,no,Narva,False,False,False,0,0,0,False,False,False,False,False,False
451,4,429,clothing,17.65,2.99,5,220,6,1,0,5.0,no,Other,False,False,False,1,0,0,False,False,False,False,False,False
452,35,477,clothing,29.55,5.99,1,49,2,0,0,4.91,no,Other,False,False,False,0,0,0,False,False,False,False,False,False
453,192,286,clothing,18.07,5.99,4,11,4,1,0,4.36,yes,Pärnu,False,False,False,1,0,1,False,False,False,False,False,False
454,49,144,clothing,23.42,5.99,15,34,4,0,1,,no,Tartu,False,False,False,0,1,0,True,False,False,False,False,False
455,17,424,accessories,106.68,4.99,6,15,6,1,0,4.15,no,Tartu,False,False,False,1,0,0,False,False,False,False,False,False
456,172,19,clothing,20.64,2.99,10,24,3,0,0,4.92,no,Tallinn,False,False,False,0,0,0,False,False,False,False,False,False
457,220,18,shoes,19.09,3.49,9,13,3,1,0,4.57,yes,Tartu,False,False,False,1,0,1,False,False,False,False,False,False
458,158,590,home,15.59,5.99,38,200,2,0,0,4.46,no,Pärnu,False,False,False,0,0,0,False,False,False,False,False,False
459,221,371,electronics,41.3,5.99,42,16,7,0,1,4.17,no,Other,False,False,False,0,1,0,False,False,False,False,False,False
460,46,175,bags,21.61,2.99,12,56,2,0,0,3.73,yes,Tallinn,False,False,False,0,0,1,False,False,False,False,False,False
461,117,194,clothing,15.57,5.99,7,22,4,0,1,4.24,no,Other,False,False,False,0,1,0,False,False,False,False,False,False
462,6,502,bags,61.86,4.99,2,11,5,0,0,4.99,yes,Pärnu,False,False,False,0,0,1,False,False,False,False,False,False
463,99,113,shoes,66.27,4.99,55,36,2,0,0,4.46,no,Tallinn,False,False,False,0,0,0,False,False,False,False,False,False
464,124,114,shoes,16.11,5.99,1,43,5,1,0,4.54,yes,Narva,False,False,False,1,0,1,False,False,False,False,False,False
465,233,222,clothing,6.64,2.99,6,50,5,0,1,4.83,yes,Tartu,False,False,False,0,1,1,False,False,False,False,False,False
466,37,678,home,49.66,2.99,6,3,3,1,1,5.0,yes,Pärnu,False,False,False,1,1,1,False,False,False,False,False,False
467,24,644,shoes,15.19,2.99,7,10,4,0,0,5.0,no,Tallinn,False,False,False,0,0,0,False,False,False,False,False,False
468,93,264,clothing,42.67,2.49,3,71,4,1,0,4.26,yes,Other,False,False,False,1,0,1,False,False,False,False,False,False
469,241,55,shoes,6.18,5.99,28,104,2,1,0,3.92,no,Tallinn,False,False,False,1,0,0,False,False,False,False,False,False
470,46,643,shoes,45.82,2.99,2,36,3,0,0,,no,Narva,False,False,False,0,0,0,True,False,False,False,False,False
471,181,458,electronics,10.51,4.99,18,10,3,1,0,5.0,no,Pärnu,False,False,False,1,0,0,False,False,False,False,False,False
472,95,162,accessories,40.92,3.49,2,58,3,1,0,4.67,yes,Tallinn,False,False,False,1,0,1,False,False,False,False,False,False
473,99,380,accessories,24.78,3.49,1,69,6,0,1,4.16,no,Pärnu,False,False,False,0,1,0,False,False,False,False,False,False
474,188,87,clothing,12.58,2.99,43,58,1,0,0,4.94,no,Pärnu,False,False,False,0,0,0,False,False,False,False,False,False
475,225,55,shoes,18.45,3.49,4,76,2,0,0,,yes,Other,False,False,False,0,0,1,True,False,False,False,False,False
476,116,476,shoes,39.66,3.49,31,122,3,1,0,4.56,yes,Tartu,False,False,False,1,0,1,False,False,False,False,False,False
477,191,178,clothing,26.42,2.49,14,10,1,0,0,4.91,yes,Narva,False,False,False,0,0,1,False,False,False,False,False,False
478,213,391,clothing,36.93,4.99,1,15,6,0,1,4.72,no,Tallinn,False,False,False,0,1,0,False,False,False,False,False,False
479,160,349,accessories,97.86,4.99,56,67,4,0,0,4.18,yes,Tartu,False,False,False,0,0,1,False,False,False,False,False,False
480,215,8,clothing,8.21,2.49,5,83,3,0,0,4.49,yes,Other,False,False,False,0,0,1,False,False,False,False,False,False
481,161,313,bags,76.1,2.49,35,16,9,1,1,4.83,no,Tartu,False,False,False,1,1,0,False,False,False,False,False,False
482,67,443,clothing,26.39,3.49,3,15,5,1,0,4.78,no,Pärnu,False,False,False,1,0,0,False,False,False,False,False,False
483,128,328,clothing,13.08,5.99,35,17,6,0,0,4.69,no,Pärnu,False,False,False,0,0,0,False,False,False,False,False,False
484,18,54,clothing,9.67,3.49,0,7,5,0,0,4.93,no,Narva,False,False,False,0,0,0,False,False,False,False,False,False
485,25,239,home,21.49,2.49,13,10,3,0,0,4.47,yes,Tallinn,False,False,False,0,0,1,False,False,False,False,False,False
486,234,229,electronics,46.77,4.99,26,10,4,0,0,4.66,no,Tallinn,False,False,False,0,0,0,False,False,False,False,False,False
487,223,579,home,22.44,3.49,49,23,5,0,0,3.42,yes,Other,False,False,False,0,0,1,False,False,False,False,False,False
488,54,51,shoes,70.65,5.99,43,38,7,0,0,4.44,no,Narva,False,False,False,0,0,0,False,False,False,False,False,False
489,58,609,clothing,8.88,3.49,31,44,1,0,0,4.87,no,Tallinn,False,False,False,0,0,0,False,False,False,False,False,False
490,67,604,bags,24.33,2.99,39,19,6,0,0,4.46,yes,Pärnu,False,False,False,0,0,1,False,False,False,False,False,False
491,104,264,shoes,10.21,3.49,4,19,3,0,0,4.44,no,Narva,False,False,False,0,0,0,False,False,False,False,False,False
492,174,418,electronics,31.64,2.49,6,33,5,0,0,4.24,yes,Tartu,False,False,False,0,0,1,False,False,False,False,False,False
493,24,96,clothing,45.64,4.99,6,8,3,1,0,4.95,yes,Narva,False,False,False,1,0,1,False,False,False,False,False,False
494,114,88,shoes,18.27,4.99,9,71,5,0,0,4.79,no,Narva,False,False,False,0,0,0,False,False,False,False,False,False
495,32,78,clothing,3.96,2.49,9,95,4,0,0,4.89,no,Tallinn,False,False,False,0,0,0,False,False,False,False,False,False
496,175,288,clothing,28.2,2.99,14,17,6,1,0,4.0,no,Other,False,False,False,1,0,0,False,False,False,False,False,False
497,86,120,accessories,33.31,2.49,3,21,4,0,0,4.54,yes,Other,False,False,False,0,0,1,False,False,False,False,False,False
498,151,491,shoes,32.56,3.49,21,92,6,0,0,4.5,no,Tallinn,False,False,False,0,0,0,False,False,False,False,False,False
499,194,452,shoes,58.27,2.49,3,27,5,0,0,4.5,yes,Tallinn,False,False,False,0,0,1,False,False,False,False,False,False
500,127,500,shoes,11.59,2.49,7,51,2,0,0,4.38,yes,Tallinn,False,False,False,0,0,1,False,False,False,False,False,False
501,155,165,shoes,39.49,2.99,13,28,1,1,1,4.48,yes,Other,False,False,False,1,1,1,False,False,False,False,False,False
502,234,182,accessories,56.53,3.49,29,122,1,0,0,4.9,yes,Tallinn,False,False,False,0,0,1,False,False,False,False,False,False
503,130,469,home,7.06,5.99,24,47,3,0,0,3.93,no,Tartu,False,False,False,0,0,0,False,False,False,False,False,False
504,218,7,home,30.68,5.99,19,49,5,0,0,5.0,yes,Tartu,False,False,False,0,0,1,False,False,False,False,False,False
505,17,330,accessories,17.24,4.99,3,50,3,0,0,4.77,yes,Pärnu,False,False,False,0,0,1,False,False,False,False,False,False
506,104,673,clothing,23.17,2.49,14,18,5,1,0,4.59,yes,Tartu,False,False,False,1,0,1,False,False,False,False,False,False
507,161,151,accessories,31.29,4.99,2,20,4,0,1,4.92,no,Narva,False,False,False,0,1,0,False,False,False,False,False,False
508,137,85,shoes,17.44,2.99,9,60,3,0,0,4.09,no,Pärnu,False,False,False,0,0,0,False,False,False,False,False,False
509,43,147,clothing,15.29,5.99,10,34,6,0,1,4.37,yes,Tartu,False,False,False,0,1,1,False,False,False,False,False,False
510,246,624,electronics,25.13,2.49,1,10,5,0,0,4.56,no,Narva,False,False,False,0,0,0,False,False,False,False,False,False
511,176,381,clothing,11.46,2.99,6,162,6,0,1,5.0,yes,Tartu,False,False,False,0,1,1,False,False,False,False,False,False
512,39,548,home,11.47,2.99,56,72,2,0,0,4.58,no,Narva,False,False,False,0,0,0,False,False,False,False,False,False
513,221,285,shoes,39.47,2.49,55,31,5,0,0,4.76,yes,Tallinn,False,False,False,0,0,1,False,False,False,False,False,False
514,170,82,bags,10.98,2.99,8,184,6,0,0,4.39,yes,Narva,False,False,False,0,0,1,False,False,False,False,False,False
515,247,514,accessories,39.11,2.49,1,36,3,0,0,4.77,no,Tallinn,False,False,False,0,0,0,False,False,False,False,False,False
516,26,523,home,33.91,2.49,4,48,5,0,0,5.0,no,Narva,False,False,False,0,0,0,False,False,False,False,False,False
517,99,386,bags,7.33,3.49,9,5,5,0,0,4.95,yes,Narva,False,False,False,0,0,1,False,False,False,False,False,False
518,50,471,bags,15.27,4.99,53,201,6,0,0,4.57,no,Tartu,False,False,False,0,0,0,False,False,False,False,False,False
519,153,119,clothing,56.59,2.99,3,15,3,1,0,4.84,no,Narva,False,False,False,1,0,0,False,False,False,False,False,False
520,152,396,shoes,12.34,2.99,26,30,6,0,0,4.8,no,Tartu,False,False,False,0,0,0,False,False,False,False,False,False
521,13,532,clothing,17.72,3.49,2,31,11,0,0,4.78,yes,Narva,False,False,False,0,0,1,False,False,False,False,False,False
522,60,261,accessories,33.9,3.49,72,181,5,0,1,4.99,yes,Other,False,False,False,0,1,1,False,False,False,False,False,False
523,135,256,shoes,42.45,3.49,9,28,6,1,0,,no,Pärnu,False,False,False,1,0,0,True,False,False,False,False,False
524,57,226,accessories,20.57,5.99,27,125,5,0,0,4.56,yes,Tartu,False,False,False,0,0,1,False,False,False,False,False,False
525,36,53,clothing,16.15,5.99,8,43,5,0,0,,yes,Tartu,False,False,False,0,0,1,True,False,False,False,False,False
526,173,500,clothing,66.4,5.99,18,13,2,1,0,4.47,yes,Tallinn,False,False,False,1,0,1,False,False,False,False,False,False
527,20,506,accessories,82.87,2.49,4,34,10,1,1,4.28,no,Other,False,False,False,1,1,0,False,False,False,False,False,False
528,65,364,clothing,48.68,2.99,3,27,2,0,0,4.51,yes,Tallinn,False,False,False,0,0,1,False,False,False,False,False,False
529,8,280,clothing,156.24,4.99,50,11,2,0,0,4.57,no,Other,False,False,False,0,0,0,False,False,False,False,False,False
530,238,593,clothing,13.93,2.49,45,41,2,0,0,4.02,yes,Other,False,False,False,0,0,1,False,False,False,False,False,False
531,144,158,home,13.72,2.99,39,31,3,0,0,4.9,yes,Narva,False,False,False,0,0,1,False,False,False,False,False,False
532,142,632,accessories,35.37,2.99,18,49,3,1,0,3.63,yes,Tallinn,False,False,False,1,0,1,False,False,False,False,False,False
533,204,59,shoes,32.88,3.49,30,36,3,0,1,5.0,yes,Pärnu,False,False,False,0,1,1,False,False,False,False,False,False
534,115,128,clothing,65.44,3.49,1,17,3,1,0,5.0,no,Other,False,False,False,1,0,0,False,False,False,False,False,False
535,215,115,clothing,38.68,2.49,7,60,7,0,0,,no,Other,False,False,False,0,0,0,True,False,False,False,False,False
536,143,209,accessories,8.57,3.49,7,17,5,0,0,4.6,yes,Tartu,False,False,False,0,0,1,False,False,False,False,False,False
537,92,526,accessories,51.23,2.99,18,2,6,0,0,4.71,yes,Narva,False,False,False,0,0,1,False,False,False,False,False,False
538,98,521,clothing,12.2,3.49,8,34,1,0,1,4.39,no,Pärnu,False,False,False,0,1,0,False,False,False,False,False,False
539,66,552,clothing,18.75,5.99,3,18,4,0,0,4.67,no,Other,False,False,False,0,0,0,False,False,False,False,False,False
540,32,237,clothing,29.23,3.49,16,42,3,0,0,4.55,no,Tartu,False,False,False,0,0,0,False,False,False,False,False,False
541,215,281,accessories,99.18,2.99,30,181,7,0,0,4.57,no,Tallinn,False,False,False,0,0,0,False,False,False,False,False,False
542,191,359,accessories,216.36,2.49,9,186,4,0,0,4.66,yes,Other,False,False,False,0,0,1,False,False,False,False,False,False
543,86,201,clothing,37.51,4.99,3,26,3,0,0,4.14,no,Tartu,False,False,False,0,0,0,False,False,False,False,False,False
544,51,278,clothing,21.58,3.49,4,14,7,0,0,4.61,yes,Tallinn,False,False,False,0,0,1,False,False,False,False,False,False
545,153,235,clothing,35.66,2.99,5,51,1,0,0,4.66,yes,Narva,False,False,False,0,0,1,False,False,False,False,False,False
546,186,494,home,45.67,4.99,6,21,4,0,1,4.65,no,Tallinn,False,False,False,0,1,0,False,False,False,False,False,False
547,63,4,clothing,19.6,4.99,19,43,3,0,0,4.52,no,Other,False,False,False,0,0,0,False,False,False,False,False,False
548,190,666,accessories,86.2,5.99,17,17,5,0,0,5.0,no,Pärnu,False,False,False,0,0,0,False,False,False,False,False,False
549,125,442,bags,28.82,4.99,21,38,2,0,0,4.48,yes,Tallinn,False,False,False,0,0,1,False,False,False,False,False,False
550,150,29,shoes,34.76,2.99,8,112,4,0,0,4.68,yes,Pärnu,False,False,False,0,0,1,False,False,False,False,False,False
551,58,109,clothing,39.1,2.99,31,87,4,0,0,5.0,yes,Pärnu,False,False,False,0,0,1,False,False,False,False,False,False
552,58,610,clothing,32.95,3.49,4,18,4,1,0,4.57,no,Tallinn,False,False,False,1,0,0,False,False,False,False,False,False
553,86,75,bags,44.14,3.49,11,54,6,0,1,4.68,yes,Narva,False,False,False,0,1,1,False,False,False,False,False,False
554,49,146,accessories,15.93,3.49,29,10,8,0,1,4.57,no,Tallinn,False,False,False,0,1,0,False,False,False,False,False,False
555,180,128,bags,16.6,4.99,4,61,5,0,0,5.0,yes,Tartu,False,False,False,0,0,1,False,False,False,False,False,False
556,170,42,bags,11.36,4.99,2,13,3,1,0,4.51,no,Pärnu,False,False,False,1,0,0,False,False,False,False,False,False
557,70,356,clothing,33.37,5.99,39,38,4,0,0,5.0,no,Other,False,False,False,0,0,0,False,False,False,False,False,False
558,15,41,home,42.32,3.49,8,75,4,0,0,4.56,yes,Pärnu,False,False,False,0,0,1,False,False,False,False,False,False
559,54,34,accessories,33.8,2.49,21,25,4,0,0,4.3,yes,Other,False,False,False,0,0,1,False,False,False,False,False,False
560,235,17,clothing,79.21,5.99,0,12,7,0,0,4.84,no,Tartu,False,False,False,0,0,0,False,False,False,False,False,False
561,188,677,home,24.44,2.49,21,47,5,1,0,4.49,yes,Tartu,False,False,False,1,0,1,False,False,False,False,False,False
562,101,153,bags,39.18,4.99,7,14,5,0,0,4.82,no,Tartu,False,False,False,0,0,0,False,False,False,False,False,False
563,225,378,bags,11.43,5.99,1,21,6,0,0,3.64,no,Tallinn,False,False,False,0,0,0,False,False,False,False,False,False
564,8,588,accessories,18.71,5.99,17,38,2,1,0,4.6,yes,Pärnu,False,False,False,1,0,1,False,False,False,False,False,False
565,53,599,electronics,39.92,2.99,5,102,7,0,0,4.44,no,Other,False,False,False,0,0,0,False,False,False,False,False,False
566,60,629,accessories,44.45,4.99,9,31,3,0,1,4.23,yes,Tartu,False,False,False,0,1,1,False,False,False,False,False,False
567,236,342,clothing,19.97,4.99,2,31,5,0,1,4.41,no,Tartu,False,False,False,0,1,0,False,False,False,False,False,False
568,108,27,clothing,23.33,5.99,3,58,2,0,0,4.4,yes,Other,False,False,False,0,0,1,False,False,False,False,False,False
569,5,287,home,8.48,4.99,6,31,4,0,0,4.58,no,Pärnu,False,False,False,0,0,0,False,False,False,False,False,False
570,103,646,clothing,19.11,5.99,2,53,6,0,0,4.12,yes,Pärnu,False,False,False,0,0,1,False,False,False,False,False,False
571,196,168,shoes,45.75,2.99,44,79,6,0,0,4.71,yes,Other,False,False,False,0,0,1,False,False,False,False,False,False
572,6,610,shoes,36.7,5.99,0,22,0,1,0,5.0,yes,Narva,False,False,False,1,0,1,False,False,False,False,False,False
573,109,268,shoes,34.83,4.99,12,16,0,1,0,4.7,no,Pärnu,False,False,False,1,0,0,False,False,False,False,False,False
574,224,455,bags,25.4,4.99,2,14,2,0,0,4.88,no,Other,False,False,False,0,0,0,False,False,False,False,False,False
575,116,685,home,24.65,5.99,7,89,4,0,0,,no,Other,False,False,False,0,0,0,True,False,False,False,False,False
576,94,401,clothing,15.45,5.99,47,29,3,0,0,5.0,yes,Tartu,False,False,False,0,0,1,False,False,False,False,False,False
577,47,476,clothing,40.01,5.99,3,22,4,0,1,5.0,no,Other,False,False,False,0,1,0,False,False,False,False,False,False
578,99,634,clothing,32.94,3.49,61,86,3,0,0,4.43,no,Tallinn,False,False,False,0,0,0,False,False,False,False,False,False
579,55,558,home,34.62,4.99,4,27,8,0,0,4.35,yes,Tartu,False,False,False,0,0,1,False,False,False,False,False,False
580,168,576,bags,16.98,4.99,24,5,6,0,0,4.87,yes,Tartu,False,False,False,0,0,1,False,False,False,False,False,False
581,52,130,clothing,32.58,3.49,14,8,3,0,0,,yes,Pärnu,False,False,False,0,0,1,True,False,False,False,False,False
582,144,363,electronics,52.88,5.99,39,44,0,1,0,4.87,yes,Narva,False,False,False,1,0,1,False,False,False,False,False,False
583,13,693,electronics,17.55,2.99,15,28,2,0,0,5.0,yes,Pärnu,False,False,False,0,0,1,False,False,False,False,False,False
584,114,292,electronics,13.41,5.99,14,111,3,1,0,4.6,no,Tallinn,False,False,False,1,0,0,False,False,False,False,False,False
585,124,371,home,39.86,5.99,4,15,6,0,0,4.75,yes,Tartu,False,False,False,0,0,1,False,False,False,False,False,False
586,106,29,clothing,18.65,3.49,3,23,3,1,0,4.26,no,Tartu,False,False,False,1,0,0,False,False,False,False,False,False
587,158,149,accessories,51.52,4.99,45,14,4,0,0,5.0,no,Other,False,False,False,0,0,0,False,False,False,False,False,False
588,147,296,shoes,37.78,5.99,7,19,9,0,0,4.48,no,Narva,False,False,False,0,0,0,False,False,False,False,False,False
589,145,11,electronics,39.59,4.99,8,5,7,0,0,4.49,no,Narva,False,False,False,0,0,0,False,False,False,False,False,False
590,120,512,accessories,9.43,2.49,26,21,3,0,0,4.48,yes,Other,False,False,False,0,0,1,False,False,False,False,False,False
591,63,676,accessories,57.3,4.99,7,29,2,0,0,4.37,no,Tallinn,False,False,False,0,0,0,False,False,False,False,False,False
592,19,113,accessories,29.46,2.99,55,27,2,0,0,4.34,yes,Narva,False,False,False,0,0,1,False,False,False,False,False,False
593,92,187,clothing,18.94,2.99,24,207,2,0,0,4.42,no,Tartu,False,False,False,0,0,0,False,False,False,False,False,False
594,58,227,bags,27.12,5.99,16,156,4,0,1,4.12,no,Tallinn,False,False,False,0,1,0,False,False,False,False,False,False
595,183,310,home,7.08,4.99,38,15,6,0,1,4.33,no,Pärnu,False,False,False,0,1,0,False,False,False,False,False,False
596,90,98,home,32.66,5.99,1,5,3,0,0,5.0,no,Pärnu,False,False,False,0,0,0,False,False,False,False,False,False
597,229,55,clothing,11.93,3.49,5,27,3,0,0,4.86,yes,Tallinn,False,False,False,0,0,1,False,False,False,False,False,False
598,218,623,clothing,9.52,2.99,11,42,5,1,0,4.92,yes,Tartu,False,False,False,1,0,1,False,False,False,False,False,False
599,117,664,clothing,8.45,5.99,5,14,5,0,1,5.0,no,Pärnu,False,False,False,0,1,0,False,False,False,False,False,False
600,62,406,accessories,53.46,3.49,25,14,5,1,0,5.0,yes,Tartu,False,False,False,1,0,1,False,False,False,False,False,False
601,23,69,electronics,15.79,5.99,45,124,7,0,0,3.98,no,Other,False,False,False,0,0,0,False,False,False,False,False,False
602,127,312,clothing,71.78,4.99,10,24,3,0,0,4.17,yes,Narva,False,False,False,0,0,1,False,False,False,False,False,False
603,137,289,shoes,16.86,4.99,8,54,2,0,0,4.32,no,Tallinn,False,False,False,0,0,0,False,False,False,False,False,False
604,140,548,electronics,7.42,4.99,59,13,1,0,0,4.44,yes,Narva,False,False,False,0,0,1,False,False,False,False,False,False
605,245,148,accessories,11.23,4.99,11,28,6,0,1,4.49,yes,Other,False,False,False,0,1,1,False,False,False,False,False,False
606,129,467,bags,58.27,2.49,12,22,4,0,0,4.44,no,Pärnu,False,False,False,0,0,0,False,False,False,False,False,False
607,58,244,bags,22.0,3.49,8,16,4,0,0,4.68,yes,Tartu,False,False,False,0,0,1,False,False,False,False,False,False
608,122,491,shoes,16.71,3.49,43,680,6,0,0,,yes,Tartu,False,False,False,0,0,1,True,False,False,False,False,False
609,1,507,clothing,27.44,4.99,15,9,1,0,0,4.35,yes,Other,False,False,False,0,0,1,False,False,False,False,False,False
610,239,365,bags,34.86,2.49,26,39,4,0,0,3.84,yes,Tallinn,False,False,False,0,0,1,False,False,False,False,False,False
611,34,482,accessories,53.63,4.99,30,22,3,0,0,4.25,yes,Narva,False,False,False,0,0,1,False,False,False,False,False,False
612,96,201,electronics,67.62,2.49,8,44,4,0,0,4.41,yes,Pärnu,False,False,False,0,0,1,False,False,False,False,False,False
613,126,154,bags,19.07,4.99,10,22,4,0,0,4.51,no,Tallinn,False,False,False,0,0,0,False,False,False,False,False,False
614,118,450,accessories,9.7,2.99,34,65,4,0,0,4.2,yes,Other,False,False,False,0,0,1,False,False,False,False,False,False
615,48,501,clothing,18.37,2.99,8,13,2,0,0,4.43,no,Other,False,False,False,0,0,0,False,False,False,False,False,False
616,89,73,shoes,29.44,5.99,28,85,2,0,0,4.2,yes,Tartu,False,False,False,0,0,1,False,False,False,False,False,False
617,232,296,clothing,12.5,4.99,51,29,7,0,1,4.56,yes,Pärnu,False,False,False,0,1,1,False,False,False,False,False,False
618,237,17,clothing,12.55,3.49,18,9,7,0,0,4.22,yes,Tallinn,False,False,False,0,0,1,False,False,False,False,False,False
619,117,641,accessories,31.21,5.99,24,55,2,0,0,4.3,no,Tartu,False,False,False,0,0,0,False,False,False,False,False,False
620,129,217,home,23.71,2.99,29,25,5,0,0,4.14,yes,Pärnu,False,False,False,0,0,1,False,False,False,False,False,False
621,16,61,clothing,25.1,4.99,34,6,3,0,0,4.55,no,Narva,False,False,False,0,0,0,False,False,False,False,False,False
622,189,616,shoes,14.43,5.99,9,40,4,0,0,4.3,yes,Narva,False,False,False,0,0,1,False,False,False,False,False,False
623,231,42,electronics,20.88,4.99,1,74,1,0,0,4.92,yes,Tartu,False,False,False,0,0,1,False,False,False,False,False,False
624,192,25,clothing,12.85,2.99,9,95,3,0,0,4.74,no,Tallinn,False,False,False,0,0,0,False,False,False,False,False,False
625,191,39,bags,45.75,5.99,20,21,5,1,0,4.58,yes,Pärnu,False,False,False,1,0,1,False,False,False,False,False,False
626,69,131,accessories,50.64,2.99,11,272,2,0,0,4.32,yes,Narva,False,False,False,0,0,1,False,False,False,False,False,False
627,22,498,bags,6.74,2.49,25,31,4,0,0,,no,Narva,False,False,False,0,0,0,True,False,False,False,False,False
628,93,229,clothing,12.8,2.99,8,115,5,0,0,4.84,no,Tallinn,False,False,False,0,0,0,False,False,False,False,False,False
629,247,108,shoes,8.61,4.99,18,14,2,0,0,4.65,no,Tartu,False,False,False,0,0,0,False,False,False,False,False,False
630,195,172,accessories,15.56,3.49,4,20,5,1,0,5.0,no,Other,False,False,False,1,0,0,False,False,False,False,False,False
631,76,435,bags,23.14,2.99,25,14,4,0,0,4.76,no,Pärnu,False,False,False,0,0,0,False,False,False,False,False,False
632,154,478,clothing,8.89,3.49,14,8,3,1,0,4.92,no,Narva,False,False,False,1,0,0,False,False,False,False,False,False
633,144,102,accessories,12.87,2.49,4,37,4,0,0,4.65,yes,Other,False,False,False,0,0,1,False,False,False,False,False,False
634,179,524,clothing,12.15,5.99,6,127,5,0,0,4.84,no,Tallinn,False,False,False,0,0,0,False,False,False,False,False,False
635,229,275,accessories,28.36,5.99,25,25,5,0,0,4.32,no,Tartu,False,False,False,0,0,0,False,False,False,False,False,False
636,86,613,clothing,25.75,3.49,12,14,6,0,0,4.44,yes,Pärnu,False,False,False,0,0,1,False,False,False,False,False,False
637,185,44,home,14.8,5.99,4,35,0,0,0,4.72,yes,Tallinn,False,False,False,0,0,1,False,False,False,False,False,False
638,29,17,shoes,27.76,2.99,62,51,3,0,0,4.72,yes,Tartu,False,False,False,0,0,1,False,False,False,False,False,False
639,206,330,clothing,16.73,3.49,23,26,4,0,0,4.78,no,Tallinn,False,False,False,0,0,0,False,False,False,False,False,False
640,220,569,clothing,20.28,4.99,57,106,2,1,0,4.99,yes,Narva,False,False,False,1,0,1,False,False,False,False,False,False
641,69,497,clothing,79.16,2.99,10,14,6,0,0,4.1,no,Narva,False,False,False,0,0,0,False,False,False,False,False,False
642,47,12,electronics,62.7,2.99,12,23,3,0,0,4.26,yes,Other,False,False,False,0,0,1,False,False,False,False,False,False
643,241,318,home,9.88,2.99,41,39,5,0,0,4.68,no,Tallinn,False,False,False,0,0,0,False,False,False,False,False,False
644,94,592,shoes,43.85,4.99,13,43,1,0,0,4.35,yes,Narva,False,False,False,0,0,1,False,False,False,False,False,False
645,238,216,shoes,259.74,2.49,22,31,2,0,0,5.0,no,Tartu,False,False,False,0,0,0,False,False,False,False,False,False
646,190,339,accessories,10.98,5.99,5,9,3,0,1,4.78,no,Other,False,False,False,0,1,0,False,False,False,False,False,False
647,244,661,home,43.52,3.49,11,246,3,0,1,4.57,no,Pärnu,False,False,False,0,1,0,False,False,False,False,False,False
648,197,81,bags,71.99,2.49,2,24,3,0,1,4.42,no,Tallinn,False,False,False,0,1,0,False,False,False,False,False,False
649,204,485,shoes,11.18,3.49,4,33,3,0,0,4.43,no,Narva,False,False,False,0,0,0,False,False,False,False,False,False
650,144,374,shoes,12.91,5.99,0,52,4,0,0,4.61,yes,Tartu,False,False,False,0,0,1,False,False,False,False,False,False
651,218,200,accessories,50.02,4.99,1,17,7,1,0,4.64,yes,Tallinn,False,False,False,1,0,1,False,False,False,False,False,False
652,218,537,clothing,29.67,2.99,68,32,4,0,0,4.44,no,Tartu,False,False,False,0,0,0,False,False,False,False,False,False
653,176,466,bags,216.54,2.99,5,16,6,0,0,4.5,yes,Other,False,False,False,0,0,1,False,False,False,False,False,False
654,85,89,shoes,31.14,4.99,20,44,5,0,0,5.0,yes,Narva,False,False,False,0,0,1,False,False,False,False,False,False
655,39,268,accessories,32.25,2.49,33,23,1,0,1,5.0,no,Narva,False,False,False,0,1,0,False,False,False,False,False,False
