customer_id,region,income_band,employment_type,monthly_income,loan_balance,monthly_payment,loan_to_income_ratio,credit_utilization_percent,risk_score,risk_tier,missed_payments_last_6m,days_late_average,missed_payment_last_30d,prior_delinquency_flag,current_delinquency_flag,autopay_enabled,support_contact_last_30d,hardship_program_enrolled,intervention_group,repayment_plan_type,payment_recovery_flag,repayment_probability_score,autopay_enabled_invalid_flag,missed_payment_last_30d_invalid_flag,prior_delinquency_flag_invalid_flag,current_delinquency_flag_invalid_flag,hardship_program_enrolled_invalid_flag,payment_recovery_flag_invalid_flag,support_contact_last_30d_invalid_flag,autopay_enabled_clean,missed_payment_last_30d_clean,prior_delinquency_flag_clean,current_delinquency_flag_clean,hardship_program_enrolled_clean,payment_recovery_flag_clean,support_contact_last_30d_clean,employment_type_missing_flag,monthly_income_missing_flag,monthly_income_invalid_flag,loan_balance_invalid_flag,monthly_payment_invalid_flag,loan_to_income_ratio_invalid_flag,credit_utilization_percent_invalid_flag,missed_payments_last_6m_invalid_flag,days_late_average_invalid_flag,risk_score_invalid_flag,repayment_probability_score_invalid_flag
4111,Tartu,mid,salaried,3331.97,2577.99,214.83,0.77,35.61,0.244,low_risk,5,3.3,0,0,0,1,0,0,sms_reminder,standard,0,0.83,False,False,False,False,False,False,False,1,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False
4112,Tartu,lower_mid,salaried,2308.5,805.39,44.74,0.35,56.4,0.213,low_risk,1,4.9,0,0,0,1,0,0,none,restructured,1,0.844,False,False,False,False,False,False,False,1,0,0,0,0,1,0,False,False,False,False,False,False,False,False,False,False,False
4113,Tallinn,low,salaried,907.9,6663.2,277.63,7.34,68.35,0.616,medium_risk,1,3.9,0,0,0,0,1,0,hardship_outreach,standard,0,0.583,False,False,False,False,False,False,False,0,0,0,0,0,0,1,False,False,False,False,False,False,False,False,False,False,False
4114,Tallinn,lower_mid,salaried,1510.61,2525.32,140.3,1.67,30.51,0.314,low_risk,0,10.8,0,0,0,1,1,0,sms_reminder,standard,1,0.799,False,False,False,False,False,False,False,1,0,0,0,0,1,1,False,False,False,False,False,False,False,False,False,False,False
4115,Tartu,mid,salaried,2155.6,1854.81,77.28,0.86,53.48,0.32,low_risk,0,5.4,0,0,1,0,1,0,none,standard,0,0.536,False,False,False,False,False,False,False,0,0,0,1,0,0,1,False,False,False,False,False,False,False,False,False,False,False
4116,Tallinn,upper_mid,salaried,1970.29,1601.56,66.73,0.81,28.78,0.178,low_risk,0,6.8,1,0,0,1,0,0,sms_reminder,standard,1,0.86,False,False,False,False,False,False,False,1,1,0,0,0,1,0,False,False,False,False,False,False,False,False,False,False,False
4117,Other,upper_mid,salaried,2963.18,3091.28,515.21,1.04,28.17,0.295,low_risk,2,7.8,0,0,0,1,0,0,none,grace_period,1,0.807,False,False,False,False,False,False,False,1,0,0,0,0,1,0,False,False,False,False,False,False,False,False,False,False,False
4118,Tallinn,mid,student,3503.78,1293.21,107.77,0.37,53.35,0.406,low_risk,3,7.8,1,0,0,1,0,0,none,standard,1,0.757,False,False,False,False,False,False,False,1,1,0,0,0,1,0,False,False,False,False,False,False,False,False,False,False,False
4119,Tallinn,mid,self_employed,1652.04,18156.52,1008.7,10.99,23.38,0.592,medium_risk,0,13.1,0,0,0,1,0,0,none,standard,0,0.674,False,False,False,False,False,False,False,1,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False
4120,Narva,lower_mid,gig_worker,2754.2,707.29,58.94,0.26,23.64,0.303,low_risk,2,6.7,1,0,0,0,0,0,none,standard,1,0.724,False,False,False,False,False,False,False,0,1,0,0,0,1,0,False,False,False,False,False,False,False,False,False,False,False
4121,Tallinn,mid,student,3055.73,3017.05,167.61,0.99,11.19,0.246,low_risk,0,5.2,0,0,0,1,0,0,none,restructured,1,0.829,False,False,False,False,False,False,False,1,0,0,0,0,1,0,False,False,False,False,False,False,False,False,False,False,False
4122,Tartu,lower_mid,unemployed,1591.94,4583.33,190.97,2.88,25.14,0.345,low_risk,2,8.1,0,0,0,1,0,0,none,grace_period,1,0.785,False,False,False,False,False,False,False,1,0,0,0,0,1,0,False,False,False,False,False,False,False,False,False,False,False
4123,Narva,lower_mid,gig_worker,1675.22,2364.84,131.38,1.41,54.44,0.351,low_risk,2,10.1,0,0,0,1,0,0,sms_reminder,standard,0,0.782,False,False,False,False,False,False,False,1,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False
4124,Other,mid,self_employed,1565.85,4959.69,413.31,3.17,51.94,0.474,medium_risk,0,4.2,0,0,1,1,0,0,none,standard,0,0.547,False,False,False,False,False,False,False,1,0,0,1,0,0,0,False,False,False,False,False,False,False,False,False,False,False
4125,Pärnu,low,salaried,872.7,2322.27,129.01,2.66,33.21,0.437,low_risk,1,3.6,1,0,0,1,0,0,sms_reminder,standard,1,0.743,False,False,False,False,False,False,False,1,1,0,0,0,1,0,False,False,False,False,False,False,False,False,False,False,False
4126,Narva,mid,salaried,3330.71,13327.31,1110.61,4.0,44.8,0.437,low_risk,0,5.2,0,0,0,0,0,0,repayment_call,standard,1,0.663,False,False,False,False,False,False,False,0,0,0,0,0,1,0,False,False,False,False,False,False,False,False,False,False,False
4127,Narva,mid,self_employed,1725.11,1827.75,76.16,1.06,30.34,0.338,low_risk,1,4.2,0,0,0,0,0,0,none,standard,0,0.708,False,False,False,False,False,False,False,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False
4128,Other,lower_mid,unemployed,1966.07,725.3,40.29,0.37,72.45,0.302,low_risk,1,5.6,0,0,0,0,0,0,none,standard,0,0.724,False,False,False,False,False,False,False,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False
4129,Tallinn,lower_mid,salaried,901.06,1597.39,88.74,1.77,85.75,0.341,low_risk,0,4.8,0,0,0,0,0,0,none,standard,0,0.707,False,False,False,False,False,False,False,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False
4130,Tallinn,upper_mid,self_employed,2249.06,5652.6,471.05,2.51,64.77,0.45,low_risk,1,4.7,0,0,0,1,0,0,sms_reminder,standard,0,0.737,False,False,False,False,False,False,False,1,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False
4131,Tallinn,mid,salaried,3858.89,3872.12,161.34,1.0,56.22,0.339,low_risk,1,2.8,0,1,1,1,1,0,none,standard,0,0.607,False,False,False,False,False,False,False,1,0,1,1,0,0,1,False,False,False,False,False,False,False,False,False,False,False
4132,Tallinn,lower_mid,salaried,1394.71,7436.08,413.12,5.33,40.85,0.585,medium_risk,0,1.3,0,0,0,1,0,0,sms_reminder,grace_period,0,0.677,False,False,False,False,False,False,False,1,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False
4133,Narva,lower_mid,salaried,1178.39,6162.94,1027.16,5.23,15.76,0.5,medium_risk,1,5.0,1,0,1,1,0,0,none,standard,1,0.535,False,False,False,False,False,False,False,1,1,0,1,0,1,0,False,False,False,False,False,False,False,False,False,False,False
4134,Tartu,mid,salaried,3247.92,2624.88,72.91,0.81,35.65,0.24,low_risk,0,1.8,1,0,0,1,0,0,none,standard,0,0.832,False,False,False,False,False,False,False,1,1,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False
4135,Tartu,mid,salaried,3128.65,2931.26,122.14,0.94,28.59,0.299,low_risk,1,1.8,1,0,0,0,0,0,none,standard,1,0.725,False,False,False,False,False,False,False,0,1,0,0,0,1,0,False,False,False,False,False,False,False,False,False,False,False
4136,Tallinn,low,gig_worker,1275.51,3168.47,176.03,2.48,57.52,0.458,medium_risk,1,4.1,0,0,0,1,0,0,sms_reminder,standard,1,0.734,False,False,False,False,False,False,False,1,0,0,0,0,1,0,False,False,False,False,False,False,False,False,False,False,False
4137,Narva,lower_mid,student,1166.61,17383.2,1448.6,14.9,44.08,0.683,high_risk,3,7.2,1,1,0,1,0,0,sms_reminder,standard,0,0.633,False,False,False,False,False,False,False,1,1,1,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False
4138,Tallinn,upper_mid,student,3010.51,7101.89,197.27,2.36,33.96,0.427,low_risk,2,2.5,1,0,0,1,0,0,none,restructured,0,0.748,False,False,False,False,False,False,False,1,1,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False
4139,Narva,mid,salaried,2320.21,17479.17,728.3,7.53,48.64,0.528,medium_risk,0,5.2,1,0,1,1,1,0,sms_reminder,restructured,0,0.522,False,False,False,False,False,False,False,1,1,0,1,0,0,1,False,False,False,False,False,False,False,False,False,False,False
4140,Tartu,high,student,6493.92,7947.28,441.52,1.22,62.46,0.302,low_risk,0,2.4,0,0,0,0,0,0,none,standard,1,0.724,False,False,False,False,False,False,False,0,0,0,0,0,1,0,False,False,False,False,False,False,False,False,False,False,False
4141,Tallinn,mid,salaried,1784.65,4033.19,224.07,2.26,42.7,0.235,low_risk,1,4.4,0,0,0,1,0,0,none,standard,0,0.834,False,False,False,False,False,False,False,1,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False
4142,Tallinn,upper_mid,salaried,3485.31,1969.39,164.12,0.57,21.24,0.322,low_risk,1,1.8,1,1,0,0,0,0,none,standard,0,0.715,False,False,False,False,False,False,False,0,1,1,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False
4143,Tallinn,lower_mid,self_employed,1525.07,4920.37,410.03,3.23,48.63,0.459,medium_risk,1,3.3,1,0,0,1,0,0,none,standard,0,0.733,False,False,False,False,False,False,False,1,1,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False
4144,Pärnu,mid,salaried,3169.91,4041.41,336.78,1.27,58.88,0.311,low_risk,1,7.4,0,0,0,1,0,0,none,standard,1,0.8,False,False,False,False,False,False,False,1,0,0,0,0,1,0,False,False,False,False,False,False,False,False,False,False,False
4145,Other,low,salaried,1209.41,3943.27,328.61,3.26,77.31,0.589,medium_risk,3,4.9,0,0,0,1,1,0,sms_reminder,standard,0,0.675,False,False,False,False,False,False,False,1,0,0,0,0,0,1,False,False,False,False,False,False,False,False,False,False,False
4146,Narva,mid,salaried,1296.62,3616.19,150.67,2.79,32.3,0.477,medium_risk,2,8.0,1,0,0,0,0,0,sms_reminder,standard,0,0.645,False,False,False,False,False,False,False,0,1,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False
4147,Tallinn,lower_mid,self_employed,1307.49,907.46,75.62,0.69,33.11,0.188,low_risk,1,7.1,0,0,0,1,0,0,none,restructured,1,0.855,False,False,False,False,False,False,False,1,0,0,0,0,1,0,False,False,False,False,False,False,False,False,False,False,False
4148,Tallinn,lower_mid,salaried,1040.04,10890.32,453.76,10.47,60.37,0.605,medium_risk,1,1.9,0,1,1,1,1,0,hardship_outreach,standard,0,0.488,False,False,False,False,False,False,False,1,0,1,1,0,0,1,False,False,False,False,False,False,False,False,False,False,False
4149,Narva,upper_mid,self_employed,3957.89,4073.1,226.28,1.03,75.14,0.355,low_risk,2,2.4,0,0,0,0,0,1,none,restructured,1,0.7,False,False,False,False,False,False,False,0,0,0,0,1,1,0,False,False,False,False,False,False,False,False,False,False,False
4150,Pärnu,upper_mid,self_employed,4434.13,1464.56,122.05,0.33,21.59,0.119,low_risk,0,4.7,0,0,0,1,0,0,none,standard,1,0.886,False,False,False,False,False,False,False,1,0,0,0,0,1,0,False,False,False,False,False,False,False,False,False,False,False
4151,Tallinn,low,self_employed,981.38,6071.26,505.94,6.19,8.75,0.479,medium_risk,1,4.1,0,0,0,1,1,0,none,standard,0,0.724,False,False,False,False,False,False,False,1,0,0,0,0,0,1,False,False,False,False,False,False,False,False,False,False,False
4152,Tallinn,mid,student,1927.33,2226.36,123.69,1.16,46.27,0.242,low_risk,2,6.0,0,0,0,1,1,0,none,standard,0,0.831,False,False,False,False,False,False,False,1,0,0,0,0,0,1,False,False,False,False,False,False,False,False,False,False,False
4153,Narva,lower_mid,salaried,1431.33,6448.52,537.38,4.51,44.42,0.499,medium_risk,0,5.3,1,0,0,0,0,0,none,standard,0,0.635,False,False,False,False,False,False,False,0,1,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False
4154,Tallinn,lower_mid,salaried,1496.8,8194.7,682.89,5.47,64.82,0.491,medium_risk,1,3.0,0,0,0,0,0,0,none,standard,0,0.639,False,False,False,False,False,False,False,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False
4155,Tallinn,mid,salaried,1711.05,9088.16,378.67,5.31,41.68,0.649,medium_risk,1,3.7,0,0,0,0,1,0,repayment_call,standard,0,0.568,False,False,False,False,False,False,False,0,0,0,0,0,0,1,False,False,False,False,False,False,False,False,False,False,False
4156,Tallinn,lower_mid,salaried,947.89,3749.26,208.29,3.96,25.04,0.56,medium_risk,0,3.7,0,0,0,1,0,0,sms_reminder,standard,0,0.688,False,False,False,False,False,False,False,1,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False
4157,Tartu,upper_mid,self_employed,1712.37,3101.58,129.23,1.81,69.05,0.313,low_risk,0,6.8,0,0,0,1,0,0,sms_reminder,standard,1,0.799,False,False,False,False,False,False,False,1,0,0,0,0,1,0,False,False,False,False,False,False,False,False,False,False,False
4158,Pärnu,low,salaried,1425.05,2646.11,110.25,1.86,56.22,0.32,low_risk,0,5.4,0,0,0,0,0,0,none,restructured,0,0.716,False,False,False,False,False,False,False,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False
4159,Other,mid,salaried,2461.51,2460.41,102.52,1.0,41.23,0.21,low_risk,0,0.9,0,0,0,1,0,1,sms_reminder,restructured,1,0.845,False,False,False,False,False,False,False,1,0,0,0,1,1,0,False,False,False,False,False,False,False,False,False,False,False
4160,Tartu,mid,gig_worker,2358.3,4175.87,347.99,1.77,32.93,0.314,low_risk,0,4.1,0,1,0,1,0,0,none,standard,1,0.799,False,False,False,False,False,False,False,1,0,1,0,0,1,0,False,False,False,False,False,False,False,False,False,False,False
4161,Tartu,lower_mid,self_employed,2098.74,3615.53,100.43,1.72,22.31,0.359,low_risk,2,3.7,0,0,0,1,0,0,none,standard,0,0.778,False,False,False,False,False,False,False,1,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False
4162,Tallinn,lower_mid,self_employed,936.81,2277.93,126.55,2.43,54.83,0.349,low_risk,0,8.9,0,0,0,0,0,0,none,standard,0,0.703,False,False,False,False,False,False,False,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False
4163,Tartu,mid,gig_worker,1205.07,1793.93,74.75,1.49,31.7,0.307,low_risk,1,8.3,0,0,0,1,0,0,sms_reminder,standard,0,0.802,False,False,False,False,False,False,False,1,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False
4164,Tallinn,mid,gig_worker,2374.75,3898.83,216.6,1.64,28.38,0.315,low_risk,1,5.1,0,0,0,1,0,0,none,standard,1,0.798,False,False,False,False,False,False,False,1,0,0,0,0,1,0,False,False,False,False,False,False,False,False,False,False,False
4165,Tartu,lower_mid,self_employed,1537.75,3054.44,169.69,1.99,18.43,0.281,low_risk,2,6.3,1,0,0,0,1,0,none,restructured,1,0.734,False,False,False,False,False,False,False,0,1,0,0,0,1,1,False,False,False,False,False,False,False,False,False,False,False
4166,Tallinn,mid,salaried,1206.74,1797.18,49.92,1.49,45.82,0.433,low_risk,2,1.9,0,0,0,0,0,0,none,standard,0,0.665,False,False,False,False,False,False,False,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False
4167,Tallinn,low,unemployed,1065.83,7886.66,657.22,7.4,63.96,0.642,medium_risk,3,7.2,0,0,0,0,1,0,repayment_call,standard,0,0.571,False,False,False,False,False,False,False,0,0,0,0,0,0,1,False,False,False,False,False,False,False,False,False,False,False
4168,Tallinn,lower_mid,salaried,1231.71,15979.62,1331.64,12.97,28.19,0.656,medium_risk,2,8.1,0,1,0,0,0,0,sms_reminder,standard,0,0.565,False,False,False,False,False,False,False,0,0,1,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False
4169,Tallinn,lower_mid,salaried,1081.34,8707.51,725.63,8.05,17.07,0.693,high_risk,1,2.0,0,0,0,0,0,0,repayment_call,standard,0,0.548,False,False,False,False,False,False,False,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False
4170,Tallinn,low,salaried,853.86,2464.78,205.4,2.89,18.41,0.359,low_risk,1,2.1,0,0,0,0,0,0,none,standard,1,0.698,False,False,False,False,False,False,False,0,0,0,0,0,1,0,False,False,False,False,False,False,False,False,False,False,False
4171,Tallinn,upper_mid,self_employed,1510.79,4073.78,169.74,2.7,69.07,0.486,medium_risk,3,10.1,0,0,0,1,0,0,sms_reminder,restructured,1,0.721,False,False,False,False,False,False,False,1,0,0,0,0,1,0,False,False,False,False,False,False,False,False,False,False,False
4172,Other,mid,student,1737.93,13431.01,2238.5,7.73,62.17,0.683,high_risk,4,1.9,1,0,0,1,0,0,sms_reminder,standard,0,0.633,False,False,False,False,False,False,False,1,1,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False
4173,Tartu,upper_mid,salaried,2634.12,1754.12,73.09,0.67,53.91,0.37,low_risk,0,3.4,0,0,0,1,0,0,repayment_call,standard,1,0.774,False,False,False,False,False,False,False,1,0,0,0,0,1,0,False,False,False,False,False,False,False,False,False,False,False
4174,Tartu,mid,salaried,2509.82,7607.93,422.66,3.03,39.61,0.458,medium_risk,4,2.4,0,0,0,1,1,0,sms_reminder,restructured,1,0.734,False,False,False,False,False,False,False,1,0,0,0,0,1,1,False,False,False,False,False,False,False,False,False,False,False
4175,Other,upper_mid,student,3137.07,1427.87,118.99,0.46,51.71,0.138,low_risk,1,1.7,0,0,1,1,1,0,sms_reminder,standard,0,0.698,False,False,False,False,False,False,False,1,0,0,1,0,0,1,False,False,False,False,False,False,False,False,False,False,False
4176,Other,mid,student,2576.35,14958.4,1246.53,5.81,29.56,0.51,medium_risk,1,0.3,0,0,0,1,0,0,none,standard,0,0.71,False,False,False,False,False,False,False,1,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False
4177,Tartu,mid,salaried,928.75,3063.35,255.28,3.3,53.92,0.412,low_risk,1,4.2,0,0,0,1,0,0,none,standard,0,0.755,False,False,False,False,False,False,False,1,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False
4178,Pärnu,high,salaried,,22511.53,625.32,5.66,15.01,0.447,low_risk,3,8.8,0,0,0,1,0,0,none,standard,0,0.739,False,False,False,False,False,False,False,1,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False
4179,Tallinn,mid,self_employed,2508.93,15460.56,644.19,6.16,72.24,0.625,medium_risk,2,3.9,0,1,1,0,1,0,sms_reminder,restructured,0,0.399,False,False,False,False,False,False,False,0,0,1,1,0,0,1,False,False,False,False,False,False,False,False,False,False,False
4180,Tallinn,low,salaried,860.6,3905.64,325.47,4.54,25.79,0.519,medium_risk,2,6.5,0,0,0,0,0,0,sms_reminder,standard,1,0.626,False,False,False,False,False,False,False,0,0,0,0,0,1,0,False,False,False,False,False,False,False,False,False,False,False
4181,Tallinn,mid,student,2752.43,2466.23,411.04,0.9,72.06,0.268,low_risk,2,8.8,0,0,1,1,0,0,none,standard,1,0.639,False,False,False,False,False,False,False,1,0,0,1,0,1,0,False,False,False,False,False,False,False,False,False,False,False
4182,Narva,upper_mid,salaried,1852.34,4895.55,407.96,2.64,33.91,0.286,low_risk,1,2.9,0,0,0,1,1,0,none,standard,1,0.811,False,False,False,False,False,False,False,1,0,0,0,0,1,1,False,False,False,False,False,False,False,False,False,False,False
4183,Narva,mid,salaried,2653.54,3695.54,307.96,1.39,54.33,0.302,low_risk,0,5.3,0,0,0,1,1,0,none,standard,1,0.804,False,False,False,False,False,False,False,1,0,0,0,0,1,1,False,False,False,False,False,False,False,False,False,False,False
4184,Tallinn,mid,salaried,1711.57,3130.11,130.42,1.83,36.12,0.347,low_risk,0,12.2,0,1,0,1,0,0,none,standard,0,0.784,False,False,False,False,False,False,False,1,0,1,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False
4185,Tallinn,mid,salaried,1659.23,1219.77,50.82,0.74,18.0,0.333,low_risk,0,4.6,0,0,0,0,1,0,none,standard,1,0.71,False,False,False,False,False,False,False,0,0,0,0,0,1,1,False,False,False,False,False,False,False,False,False,False,False
4186,Tartu,high,salaried,7140.58,2875.8,159.77,0.4,41.7,0.231,low_risk,2,2.1,0,0,0,0,0,0,none,standard,1,0.756,False,False,False,False,False,False,False,0,0,0,0,0,1,0,False,False,False,False,False,False,False,False,False,False,False
4187,Tallinn,low,salaried,1377.84,1839.3,76.64,1.33,38.98,0.366,low_risk,0,5.7,0,0,0,0,0,0,sms_reminder,standard,1,0.695,False,False,False,False,False,False,False,0,0,0,0,0,1,0,False,False,False,False,False,False,False,False,False,False,False
4188,Tartu,mid,gig_worker,2924.26,6397.97,533.16,2.19,57.2,0.391,low_risk,0,5.6,0,0,0,1,0,0,none,standard,1,0.764,False,False,False,False,False,False,False,1,0,0,0,0,1,0,False,False,False,False,False,False,False,False,False,False,False
4189,Narva,lower_mid,salaried,2688.11,8895.52,494.2,3.31,54.88,0.46,medium_risk,2,3.0,0,0,1,1,1,0,none,standard,1,0.553,False,False,False,False,False,False,False,1,0,0,1,0,1,1,False,False,False,False,False,False,False,False,False,False,False
4190,Narva,mid,student,3149.72,7372.51,307.19,2.34,58.35,0.467,medium_risk,1,1.5,0,0,0,0,0,0,sms_reminder,standard,1,0.65,False,False,False,False,False,False,False,0,0,0,0,0,1,0,False,False,False,False,False,False,False,False,False,False,False
4191,Narva,mid,salaried,1628.07,5468.62,911.44,3.36,75.57,0.416,low_risk,2,2.6,0,0,0,1,0,0,none,standard,1,0.753,False,False,False,False,False,False,False,1,0,0,0,0,1,0,False,False,False,False,False,False,False,False,False,False,False
4192,Other,low,self_employed,994.05,2231.26,185.94,2.24,38.45,0.499,medium_risk,2,4.4,0,0,0,0,0,0,sms_reminder,standard,0,0.635,False,False,False,False,False,False,False,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False
4193,Tartu,lower_mid,salaried,1247.58,4934.72,274.15,3.96,21.05,0.493,medium_risk,3,5.6,1,0,0,0,0,0,none,grace_period,0,0.638,False,False,False,False,False,False,False,0,1,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False
4194,Narva,mid,salaried,4019.86,7666.18,638.85,1.91,64.64,0.383,low_risk,3,4.3,0,0,0,1,0,0,none,standard,1,0.768,False,False,False,False,False,False,False,1,0,0,0,0,1,0,False,False,False,False,False,False,False,False,False,False,False
4195,Tartu,low,salaried,1352.92,2725.27,151.4,2.01,60.85,0.62,medium_risk,4,9.3,0,0,0,0,0,0,repayment_call,restructured,1,0.581,False,False,False,False,False,False,False,0,0,0,0,0,1,0,False,False,False,False,False,False,False,False,False,False,False
4196,Tallinn,lower_mid,salaried,1317.89,4625.04,256.95,3.51,65.58,0.56,medium_risk,1,6.6,1,0,0,0,0,0,sms_reminder,grace_period,0,0.608,False,False,False,False,False,False,False,0,1,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False
4197,Tallinn,mid,,2781.16,3792.97,316.08,1.36,47.29,0.328,low_risk,1,2.5,0,0,0,1,0,0,none,standard,0,0.792,False,False,False,False,False,False,False,1,0,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False
4198,Tallinn,lower_mid,gig_worker,943.81,14717.24,1226.44,15.59,37.02,0.717,high_risk,0,6.1,0,0,0,0,0,0,hardship_outreach,restructured,1,0.537,False,False,False,False,False,False,False,0,0,0,0,0,1,0,False,False,False,False,False,False,False,False,False,False,False
4199,Tartu,lower_mid,self_employed,1516.73,8011.72,667.64,5.28,65.02,0.53,medium_risk,3,9.8,0,0,0,1,1,0,sms_reminder,standard,1,0.701,False,False,False,False,False,False,False,1,0,0,0,0,1,1,False,False,False,False,False,False,False,False,False,False,False
4200,Tartu,upper_mid,salaried,2444.37,6679.98,371.11,2.73,63.48,0.374,low_risk,0,12.9,0,0,0,1,0,0,none,restructured,1,0.772,False,False,False,False,False,False,False,1,0,0,0,0,1,0,False,False,False,False,False,False,False,False,False,False,False
4201,Pärnu,lower_mid,student,815.56,1167.34,97.28,1.43,81.2,0.385,low_risk,1,4.2,0,0,0,1,0,0,sms_reminder,restructured,0,0.767,False,False,False,False,False,False,False,1,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False
4202,Tallinn,lower_mid,self_employed,1799.53,4815.66,200.65,2.68,48.87,0.437,low_risk,4,3.0,0,1,0,0,0,0,none,standard,0,0.663,False,False,False,False,False,False,False,0,0,1,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False
4203,Tallinn,mid,unemployed,2808.6,3765.89,156.91,1.34,32.4,0.21,low_risk,0,5.5,0,1,0,1,0,0,none,standard,0,0.845,False,False,False,False,False,False,False,1,0,1,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False
4204,Other,mid,gig_worker,2430.86,3741.56,311.8,1.54,10.26,0.209,low_risk,1,4.3,0,0,0,1,1,0,none,standard,0,0.846,False,False,False,False,False,False,False,1,0,0,0,0,0,1,False,False,False,False,False,False,False,False,False,False,False
4205,Tallinn,upper_mid,salaried,3112.33,1309.55,54.56,0.42,27.71,0.235,low_risk,0,9.0,0,0,1,1,1,0,none,standard,1,0.654,False,False,False,False,False,False,False,1,0,0,1,0,1,1,False,False,False,False,False,False,False,False,False,False,False
4206,Tartu,upper_mid,salaried,2200.51,1870.9,103.94,0.85,41.61,0.249,low_risk,0,9.3,0,0,0,1,0,0,none,standard,1,0.828,False,False,False,False,False,False,False,1,0,0,0,0,1,0,False,False,False,False,False,False,False,False,False,False,False
4207,Tartu,mid,salaried,1448.18,4019.8,334.98,2.78,29.0,0.516,medium_risk,1,8.4,0,1,0,1,0,0,sms_reminder,standard,1,0.708,False,False,False,False,False,False,False,1,0,1,0,0,1,0,False,False,False,False,False,False,False,False,False,False,False
4208,Tartu,lower_mid,self_employed,1026.65,9757.26,542.07,9.5,54.92,0.662,medium_risk,3,6.4,1,0,1,0,0,0,sms_reminder,standard,0,0.382,False,False,False,False,False,False,False,0,1,0,1,0,0,0,False,False,False,False,False,False,False,False,False,False,False
4209,Tallinn,low,salaried,881.55,2716.52,150.92,3.08,54.75,0.517,medium_risk,0,3.4,0,0,0,1,0,0,repayment_call,standard,0,0.707,False,False,False,False,False,False,False,1,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False
4210,Tallinn,lower_mid,gig_worker,1975.56,3133.94,522.32,1.59,62.07,0.429,low_risk,2,2.6,1,0,1,0,0,0,sms_reminder,standard,0,0.487,False,False,False,False,False,False,False,0,1,0,1,0,0,0,False,False,False,False,False,False,False,False,False,False,False
4211,Tallinn,low,salaried,1333.81,16087.84,1340.65,12.06,66.82,0.688,high_risk,6,16.0,0,0,0,0,1,0,repayment_call,standard,0,0.55,False,False,False,False,False,False,False,0,0,0,0,0,0,1,False,False,False,False,False,False,False,False,False,False,False
4212,Tartu,mid,salaried,1239.11,3385.93,564.32,2.73,5.95,0.401,low_risk,0,3.5,1,0,0,0,0,0,repayment_call,standard,1,0.68,False,False,False,False,False,False,False,0,1,0,0,0,1,0,False,False,False,False,False,False,False,False,False,False,False
4213,Tartu,mid,salaried,1682.2,3840.69,320.06,2.28,23.49,0.356,low_risk,4,1.1,1,0,0,1,0,0,none,standard,1,0.78,False,False,False,False,False,False,False,1,1,0,0,0,1,0,False,False,False,False,False,False,False,False,False,False,False
4214,Tallinn,low,salaried,754.47,3879.91,323.33,5.14,54.37,0.577,medium_risk,1,8.2,0,0,0,0,0,0,none,standard,0,0.6,False,False,False,False,False,False,False,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False
