customer_id,region,acquisition_channel,employment_type,device_type,customer_tenure_months,monthly_income,income_band,credit_utilization_percent,debt_to_income_ratio,savings_balance,active_loan_amount,loan_term_months,installment_size,loan_to_income_ratio,financial_stress_score,app_sessions_per_week,avg_session_minutes,days_since_last_login,support_tickets_last_90d,autopay_enabled,number_of_products,promo_usage_rate,delinquency_flag,missed_payments_last_12m,avg_days_late,repayment_rate_percent,risk_band,engagement_band,utilization_band,savings_balance_missing_flag,monthly_income_invalid_flag,savings_balance_invalid_flag
4405,Other,social,salaried,android,2,1556.76,lower_mid,29.45,0.39,417.0,2502.49,9,278.05,1.61,0.303,10,1.76,10,1,0,1,24.38,0,1,6.3,94.37,low_risk,high_engagement,low_utilization,False,False,False
4406,Pärnu,organic,salaried,ios,33,2076.67,mid,60.37,0.49,730.21,1640.6,9,182.29,0.79,0.289,2,5.63,2,1,1,2,16.67,0,1,5.9,91.11,low_risk,low_engagement,medium_utilization,False,False,False
4407,Other,organic,student,web,3,574.95,low,88.16,0.59,177.84,215.03,12,17.92,0.37,0.324,11,8.03,3,2,1,1,30.71,0,1,4.2,93.49,low_risk,high_engagement,high_utilization,False,False,False
4408,Tallinn,organic,self_employed,ios,7,978.18,low,27.85,0.23,188.71,1197.37,12,99.78,1.22,0.229,1,8.08,10,1,0,2,18.34,0,0,0.2,99.12,low_risk,low_engagement,low_utilization,False,False,False
4409,Tallinn,social,self_employed,ios,17,1951.24,mid,20.81,0.32,293.53,940.32,18,52.24,0.48,0.147,6,8.51,11,0,1,1,35.03,0,0,0.1,99.37,low_risk,medium_engagement,low_utilization,False,False,False
4410,Tartu,social,salaried,android,24,2531.8,mid,39.15,0.31,1115.29,636.46,9,70.72,0.25,0.148,3,4.65,3,1,1,4,24.17,0,2,5.5,90.5,low_risk,medium_engagement,medium_utilization,False,False,False
4411,Tallinn,referral,salaried,android,9,3213.27,upper_mid,51.71,0.45,694.14,6430.3,18,357.24,2.0,0.4,5,9.16,6,2,1,1,4.66,0,1,2.3,90.94,medium_risk,medium_engagement,medium_utilization,False,False,False
4412,Tallinn,social,gig_worker,ios,3,1669.54,lower_mid,60.77,0.47,1350.04,926.1,3,308.7,0.55,0.255,3,9.02,4,0,1,1,15.4,0,0,0.9,98.37,low_risk,medium_engagement,medium_utilization,False,False,False
4413,Pärnu,organic,self_employed,web,4,3780.07,upper_mid,28.4,0.26,5374.68,1681.37,3,560.46,0.44,0.13,2,3.76,14,0,1,1,19.21,0,1,3.2,93.9,low_risk,low_engagement,low_utilization,False,False,False
4414,Pärnu,social,salaried,android,8,3381.48,upper_mid,29.97,0.21,834.46,3530.42,6,588.4,1.04,0.201,4,7.52,7,1,1,1,18.79,0,0,0.0,99.29,low_risk,medium_engagement,low_utilization,False,False,False
4415,Tallinn,organic,self_employed,ios,6,2460.05,mid,21.05,0.37,390.73,1523.42,12,126.95,0.62,0.172,2,6.11,6,1,1,1,30.34,0,1,1.0,90.42,low_risk,low_engagement,low_utilization,False,False,False
4416,Tartu,organic,salaried,android,6,2474.29,mid,72.96,0.47,1223.04,455.34,18,25.3,0.18,0.238,1,5.56,14,1,0,1,9.23,0,1,3.6,95.08,low_risk,low_engagement,high_utilization,False,False,False
4417,Tallinn,organic,gig_worker,ios,2,2076.41,mid,75.54,0.5,746.67,1173.01,24,48.88,0.56,0.294,7,6.51,7,1,1,2,38.08,1,2,9.2,85.09,low_risk,high_engagement,high_utilization,False,False,False
4418,Tallinn,paid_search,unemployed,ios,34,350.0,low,42.31,0.49,219.93,1607.66,6,267.94,4.59,0.687,5,9.44,2,2,1,1,12.19,0,3,9.6,80.28,high_risk,medium_engagement,medium_utilization,False,False,False
4419,Tallinn,partner,student,ios,0,718.54,low,11.03,0.2,788.91,365.37,9,40.6,0.51,0.102,3,8.42,2,0,1,1,17.77,0,1,0.0,93.82,low_risk,medium_engagement,low_utilization,False,False,False
4420,Tallinn,paid_search,salaried,android,8,1095.78,lower_mid,19.55,0.28,461.72,2597.86,6,432.98,2.37,0.347,6,6.15,4,1,1,1,15.59,0,2,7.6,83.63,medium_risk,medium_engagement,low_utilization,False,False,False
4421,Tallinn,social,salaried,android,55,2648.57,mid,65.73,0.63,812.45,2089.51,6,348.25,0.79,0.326,6,3.92,3,1,1,2,62.63,0,1,5.2,94.55,low_risk,medium_engagement,medium_utilization,False,False,False
4422,Other,paid_search,gig_worker,ios,15,1040.95,lower_mid,42.69,0.5,892.03,679.41,9,75.49,0.65,0.239,2,9.02,0,1,0,1,24.71,1,2,6.1,81.48,low_risk,low_engagement,medium_utilization,False,False,False
4423,Tartu,organic,self_employed,ios,6,5467.01,high,28.05,0.26,,4792.12,12,399.34,0.88,0.18,4,5.47,19,0,0,1,5.91,0,0,1.2,99.04,low_risk,medium_engagement,low_utilization,True,False,False
4424,Pärnu,paid_search,salaried,android,2,1751.83,lower_mid,7.58,0.28,5156.17,1945.54,12,162.13,1.11,0.168,7,4.5,0,0,1,1,35.93,0,1,6.6,93.16,low_risk,high_engagement,low_utilization,False,False,False
4425,Tallinn,referral,student,android,46,882.24,low,66.74,0.39,385.69,585.02,3,195.01,0.66,0.27,5,8.04,3,3,0,1,55.94,1,1,7.8,91.0,low_risk,medium_engagement,medium_utilization,False,False,False
4426,Tallinn,partner,salaried,android,0,1824.2,mid,75.08,0.42,687.39,1118.33,12,93.19,0.61,0.284,7,7.34,2,0,1,1,45.84,0,3,5.3,73.48,low_risk,high_engagement,high_utilization,False,False,False
4427,Tallinn,paid_search,salaried,ios,16,1769.76,lower_mid,46.34,0.41,1537.1,1826.45,12,152.2,1.03,0.268,7,6.34,8,0,0,1,10.44,0,2,8.9,80.81,low_risk,high_engagement,medium_utilization,False,False,False
4428,Tallinn,referral,salaried,android,30,1357.51,lower_mid,15.65,0.23,3805.89,1199.23,12,99.94,0.88,0.15,5,4.29,21,0,1,1,6.84,0,0,0.0,99.58,low_risk,medium_engagement,low_utilization,False,False,False
4429,Tallinn,organic,salaried,android,0,1341.63,lower_mid,20.81,0.32,1308.74,2091.07,12,174.26,1.56,0.261,3,5.48,7,0,1,1,6.23,1,2,5.2,90.13,low_risk,medium_engagement,low_utilization,False,False,False
4430,Narva,referral,salaried,android,18,979.33,low,6.71,0.23,503.97,250.14,3,83.38,0.26,0.074,2,6.34,6,1,1,1,7.01,0,0,1.1,99.59,low_risk,low_engagement,low_utilization,False,False,False
4431,Pärnu,social,student,ios,72,1028.8,lower_mid,45.58,0.46,,397.72,12,33.14,0.39,0.214,4,5.11,26,0,0,2,9.0,0,0,0.0,98.87,low_risk,medium_engagement,medium_utilization,True,False,False
4432,Tartu,organic,salaried,ios,14,1809.97,mid,24.49,0.41,,4227.23,6,704.54,2.34,0.374,7,5.95,1,0,0,1,33.42,0,0,2.4,97.47,medium_risk,high_engagement,low_utilization,True,False,False
4433,Tartu,social,salaried,android,7,4131.78,upper_mid,48.86,0.58,790.2,1587.29,12,132.27,0.38,0.237,7,4.19,15,0,1,1,56.47,0,0,0.0,98.47,low_risk,high_engagement,medium_utilization,False,False,False
4434,Other,paid_search,student,android,29,549.93,low,55.91,0.53,359.35,143.62,3,47.87,0.26,0.232,2,7.72,2,0,0,1,43.47,0,2,4.3,82.66,low_risk,low_engagement,medium_utilization,False,False,False
4435,Tallinn,organic,self_employed,android,11,3185.36,upper_mid,11.03,0.21,2458.91,12107.8,12,1008.98,3.8,0.468,5,5.71,5,2,1,1,32.27,0,1,7.7,90.21,medium_risk,medium_engagement,low_utilization,False,False,False
4436,Tallinn,social,,web,19,3294.14,upper_mid,30.31,0.3,2551.91,8007.22,6,1334.54,2.43,0.369,7,7.55,12,0,1,1,34.07,0,1,0.0,93.15,medium_risk,high_engagement,medium_utilization,False,False,False
4437,Tallinn,paid_search,salaried,ios,12,3283.48,upper_mid,19.13,0.25,500.96,9397.7,12,783.14,2.86,0.395,9,6.64,2,2,1,1,31.7,0,1,4.2,89.26,medium_risk,high_engagement,low_utilization,False,False,False
4438,Narva,organic,gig_worker,android,1,1465.63,lower_mid,29.57,0.27,2128.23,1186.22,3,395.41,0.81,0.181,4,4.5,10,0,1,1,28.8,0,0,0.0,98.69,low_risk,medium_engagement,low_utilization,False,False,False
4439,Other,organic,salaried,android,3,1865.57,mid,25.43,0.36,441.53,2349.58,12,195.8,1.26,0.25,11,10.15,7,1,1,4,53.8,0,1,2.0,93.55,low_risk,high_engagement,low_utilization,False,False,False
4440,Tallinn,organic,salaried,android,1,3282.35,upper_mid,34.72,0.42,643.8,592.67,12,49.39,0.18,0.156,5,5.9,5,1,1,2,3.59,0,1,5.4,91.19,low_risk,medium_engagement,medium_utilization,False,False,False
4441,Other,partner,salaried,android,2,1591.9,lower_mid,50.79,0.38,149.74,4004.62,9,444.96,2.52,0.452,2,4.21,3,2,1,1,17.96,1,3,13.5,80.61,medium_risk,low_engagement,medium_utilization,False,False,False
4442,Narva,referral,salaried,android,0,2308.7,mid,54.9,0.44,597.56,376.15,24,15.67,0.16,0.198,0,10.13,25,3,1,2,24.37,0,1,3.7,95.02,low_risk,low_engagement,medium_utilization,False,False,False
4443,Tallinn,social,salaried,android,8,2068.09,mid,35.59,0.2,1159.96,1383.13,9,153.68,0.67,0.167,3,8.2,12,0,0,1,29.03,0,0,5.4,99.57,low_risk,medium_engagement,medium_utilization,False,False,False
4444,Tallinn,organic,self_employed,android,3,1390.77,lower_mid,27.02,0.29,696.7,1072.99,6,178.83,0.77,0.182,4,4.66,0,0,1,1,40.13,0,0,0.1,99.5,low_risk,medium_engagement,low_utilization,False,False,False
4445,Tallinn,organic,salaried,web,27,2314.64,mid,56.43,0.46,,4771.26,18,265.07,2.06,0.413,5,6.85,3,3,0,2,26.36,0,0,1.7,98.75,medium_risk,medium_engagement,medium_utilization,True,False,False
4446,Other,organic,self_employed,android,19,2463.29,mid,36.16,0.26,3189.06,838.42,6,139.74,0.34,0.137,4,7.42,2,3,1,2,44.85,0,2,6.1,83.62,low_risk,medium_engagement,medium_utilization,False,False,False
4447,Tallinn,paid_search,salaried,android,12,1516.11,lower_mid,19.07,0.21,2435.17,417.27,18,23.18,0.28,0.088,1,6.49,5,0,1,1,17.02,0,1,1.2,90.48,low_risk,low_engagement,low_utilization,False,False,False
4448,Narva,social,salaried,web,9,2466.94,mid,55.34,0.36,825.25,10899.29,18,605.52,4.42,0.661,1,9.76,3,3,1,1,66.22,0,1,0.8,92.65,high_risk,low_engagement,medium_utilization,False,False,False
4449,Tallinn,referral,salaried,android,4,962.5,low,19.97,0.13,495.73,1513.06,6,252.18,1.57,0.228,4,6.17,3,0,1,2,49.91,0,0,0.0,99.34,low_risk,medium_engagement,low_utilization,False,False,False
4450,Pärnu,organic,,android,9,588.77,low,47.58,0.53,235.04,1028.44,12,85.7,1.75,0.386,4,5.65,3,0,1,1,23.14,0,0,0.0,99.17,medium_risk,medium_engagement,medium_utilization,False,False,False
4451,Tartu,partner,student,ios,14,724.27,low,70.51,0.41,176.79,1790.69,9,198.97,2.47,0.49,5,7.25,22,2,1,1,24.74,0,2,6.1,82.53,medium_risk,medium_engagement,high_utilization,False,False,False
4452,Tartu,partner,unemployed,ios,21,736.6,low,29.02,0.32,1786.83,1070.9,12,89.24,1.45,0.263,4,3.71,20,4,1,1,52.19,0,1,1.6,92.1,low_risk,medium_engagement,low_utilization,False,False,False
4453,Narva,organic,self_employed,android,1,2575.68,mid,26.16,0.37,1774.51,1477.69,12,123.14,0.57,0.168,4,5.12,10,0,1,2,15.27,0,0,0.0,99.02,low_risk,medium_engagement,low_utilization,False,False,False
4454,Narva,partner,self_employed,ios,17,1955.88,mid,25.25,0.4,1572.43,768.51,6,128.08,0.39,0.152,1,5.72,6,2,1,1,36.14,1,1,2.0,93.7,low_risk,low_engagement,low_utilization,False,False,False
4455,Other,organic,self_employed,android,19,2316.74,mid,23.06,0.19,2160.65,2437.83,18,135.44,1.05,0.179,3,6.6,3,0,0,1,24.33,0,0,1.7,99.05,low_risk,medium_engagement,low_utilization,False,False,False
4456,Tallinn,organic,self_employed,android,11,1796.16,lower_mid,13.55,0.33,,2074.71,24,86.45,1.16,0.199,6,9.59,6,0,1,2,34.4,0,2,6.5,84.75,low_risk,medium_engagement,low_utilization,True,False,False
4457,Pärnu,organic,salaried,ios,3,2419.59,mid,32.37,0.34,1049.74,8537.66,12,711.47,3.53,0.51,8,4.88,1,0,1,1,20.31,0,1,3.9,88.74,medium_risk,high_engagement,medium_utilization,False,False,False
4458,Tallinn,paid_search,salaried,ios,11,2375.26,mid,25.36,0.34,1914.27,938.25,6,156.38,0.4,0.141,3,9.05,3,1,0,2,6.37,0,1,4.3,91.99,low_risk,medium_engagement,low_utilization,False,False,False
4459,Tallinn,paid_search,salaried,android,10,1757.3,lower_mid,2.26,0.3,1801.47,3784.89,12,315.41,2.15,0.285,8,7.1,14,0,1,1,44.31,1,2,3.6,82.44,low_risk,high_engagement,low_utilization,False,False,False
4460,Tartu,organic,salaried,ios,9,1854.39,mid,39.2,0.41,277.84,1749.14,6,291.52,0.94,0.253,6,0.78,10,1,0,3,6.58,0,0,0.0,98.15,low_risk,medium_engagement,medium_utilization,False,False,False
4461,Tallinn,organic,salaried,android,9,2590.84,mid,23.07,0.2,1006.23,3521.65,3,1173.88,1.36,0.22,2,8.64,9,1,1,4,39.9,0,2,9.8,82.18,low_risk,low_engagement,low_utilization,False,False,False
4462,Tartu,partner,salaried,android,2,3959.7,upper_mid,25.21,0.12,1924.05,495.39,9,55.04,0.13,0.067,2,5.06,20,0,1,1,24.69,0,2,9.1,90.76,low_risk,low_engagement,low_utilization,False,False,False
4463,Other,social,salaried,ios,3,3203.76,upper_mid,8.6,0.25,4233.97,11190.28,12,932.52,3.49,0.433,6,10.11,12,0,0,1,34.21,0,0,0.6,98.04,medium_risk,medium_engagement,low_utilization,False,False,False
4464,Tallinn,partner,salaried,ios,1,1414.46,lower_mid,51.26,0.46,,1159.07,9,128.79,0.82,0.254,5,4.68,1,1,1,1,44.41,1,4,15.6,70.24,low_risk,medium_engagement,medium_utilization,True,False,False
4465,Pärnu,organic,unemployed,android,4,438.35,low,63.83,0.44,,553.2,6,92.2,1.26,0.349,8,5.55,29,1,1,4,28.23,0,0,0.6,97.58,medium_risk,high_engagement,medium_utilization,True,False,False
4466,Tallinn,organic,salaried,ios,4,1741.01,lower_mid,19.6,0.27,700.77,1007.78,9,111.98,0.58,0.142,2,7.29,12,0,1,1,9.21,0,1,2.6,91.1,low_risk,low_engagement,low_utilization,False,False,False
4467,Tallinn,organic,salaried,android,4,2173.98,mid,31.17,0.21,1578.42,3329.52,6,554.92,1.53,0.255,3,2.33,18,1,1,1,16.61,0,0,0.8,98.94,low_risk,medium_engagement,medium_utilization,False,False,False
4468,Tallinn,organic,student,web,3,864.48,low,59.39,0.51,91.46,322.6,24,13.44,0.37,0.255,2,4.46,2,0,1,2,15.21,0,0,0.1,98.43,low_risk,low_engagement,medium_utilization,False,False,False
4469,Other,paid_search,salaried,android,19,3241.5,upper_mid,56.34,0.35,340.47,2006.14,9,222.9,0.62,0.238,2,2.62,15,0,1,2,9.79,0,1,0.0,92.02,low_risk,low_engagement,medium_utilization,False,False,False
4470,Other,referral,salaried,ios,24,3304.31,upper_mid,27.15,0.4,1610.59,3232.36,6,538.73,0.98,0.222,3,3.74,1,2,1,2,17.9,0,0,0.0,99.2,low_risk,medium_engagement,low_utilization,False,False,False
4471,Other,referral,salaried,android,6,2104.17,mid,36.24,0.52,696.36,1833.87,18,101.88,0.87,0.256,2,9.61,1,1,0,2,5.95,1,2,9.3,87.97,low_risk,low_engagement,medium_utilization,False,False,False
4472,Other,referral,salaried,android,5,1939.14,mid,53.51,0.47,1856.11,2150.95,12,179.25,1.11,0.302,3,4.07,2,1,0,1,29.85,0,0,0.0,97.73,low_risk,medium_engagement,medium_utilization,False,False,False
4473,Tallinn,organic,salaried,android,26,2516.32,mid,1.72,0.19,1259.73,3941.19,6,656.86,1.57,0.199,6,4.16,6,1,0,1,21.95,1,4,11.2,81.93,low_risk,medium_engagement,low_utilization,False,False,False
4474,Tallinn,organic,salaried,android,14,3046.7,upper_mid,4.39,0.22,742.64,891.8,6,148.63,0.29,0.069,3,0.5,21,1,1,1,25.77,0,0,0.0,99.54,low_risk,medium_engagement,low_utilization,False,False,False
4475,Pärnu,referral,salaried,android,5,2547.95,mid,13.8,0.25,717.56,2216.56,6,369.43,0.87,0.159,3,4.22,2,0,0,1,5.13,0,2,8.8,85.49,low_risk,medium_engagement,low_utilization,False,False,False
4476,Tartu,paid_search,gig_worker,ios,18,1160.75,lower_mid,43.94,0.3,1301.82,958.47,12,79.87,0.83,0.22,3,0.5,0,0,1,1,53.76,0,0,0.0,99.19,low_risk,medium_engagement,medium_utilization,False,False,False
4477,Tallinn,organic,self_employed,android,6,1533.52,lower_mid,12.21,0.33,542.84,534.98,9,59.44,0.35,0.114,4,6.11,2,0,1,1,74.85,0,0,0.6,99.73,low_risk,medium_engagement,low_utilization,False,False,False
4478,Tallinn,paid_search,self_employed,android,12,1288.07,lower_mid,42.92,0.42,462.38,369.73,6,61.62,0.29,0.187,4,7.45,9,0,1,2,43.57,0,1,1.8,91.83,low_risk,medium_engagement,medium_utilization,False,False,False
4479,Tartu,organic,salaried,android,69,2247.14,mid,18.19,0.29,1044.44,3949.4,3,1316.47,1.76,0.273,2,7.07,6,0,1,1,41.72,0,0,2.1,98.54,low_risk,low_engagement,low_utilization,False,False,False
4480,Tartu,organic,salaried,ios,5,2611.77,mid,46.04,0.48,759.19,1148.67,9,127.63,0.44,0.219,5,2.53,11,3,1,3,16.46,0,1,0.8,93.02,low_risk,medium_engagement,medium_utilization,False,False,False
4481,Tallinn,partner,student,ios,37,1099.3,lower_mid,28.86,0.39,735.53,655.13,6,109.19,0.6,0.185,0,5.6,0,1,1,1,34.54,0,0,2.8,98.83,low_risk,low_engagement,low_utilization,False,False,False
4482,Tartu,partner,salaried,web,5,3142.61,upper_mid,8.6,0.3,7467.6,1921.56,24,80.06,0.61,0.116,4,6.43,1,1,1,1,46.05,1,2,9.0,83.67,low_risk,medium_engagement,low_utilization,False,False,False
4483,Tartu,organic,student,ios,11,1427.02,lower_mid,46.26,0.44,968.77,794.34,6,132.39,0.56,0.223,5,5.04,1,1,1,3,6.37,0,0,1.3,98.3,low_risk,medium_engagement,medium_utilization,False,False,False
4484,Tartu,organic,salaried,ios,9,1297.84,lower_mid,40.71,0.31,1142.35,1511.94,12,126.0,1.16,0.254,2,3.17,9,0,1,1,2.17,0,1,5.8,94.59,low_risk,low_engagement,medium_utilization,False,False,False
4485,Tallinn,referral,gig_worker,android,21,1555.46,lower_mid,37.71,0.39,369.66,2538.63,6,423.1,1.63,0.323,7,8.37,10,1,0,2,35.59,1,2,5.2,81.16,low_risk,high_engagement,medium_utilization,False,False,False
4486,Narva,organic,salaried,android,1,2449.0,mid,18.72,0.25,1879.2,1263.92,3,421.31,0.52,0.124,6,2.83,5,0,0,1,66.88,0,0,0.0,99.54,low_risk,medium_engagement,low_utilization,False,False,False
4487,Tallinn,paid_search,salaried,ios,14,2046.35,mid,39.23,0.3,2754.91,4084.31,3,1361.44,2.0,0.338,5,7.39,6,0,1,2,26.23,0,3,10.3,78.91,medium_risk,medium_engagement,medium_utilization,False,False,False
4488,Tallinn,organic,gig_worker,android,20,1010.24,lower_mid,39.59,0.48,408.08,647.15,6,107.86,0.64,0.232,2,5.97,2,0,0,2,17.92,1,0,0.5,99.2,low_risk,low_engagement,medium_utilization,False,False,False
4489,Narva,organic,gig_worker,android,9,2238.32,mid,35.85,0.34,1112.7,1804.26,24,75.18,0.81,0.211,6,9.09,1,0,1,1,18.26,0,1,3.3,90.48,low_risk,medium_engagement,medium_utilization,False,False,False
4490,Tartu,partner,salaried,android,2,1709.03,lower_mid,0.0,0.17,2031.34,732.57,6,122.1,0.43,0.06,4,10.31,7,1,1,2,50.29,0,0,0.0,99.68,low_risk,medium_engagement,low_utilization,False,False,False
4491,Tallinn,partner,unemployed,web,4,350.0,low,25.02,0.23,607.0,797.52,12,22.15,0.76,0.165,5,4.41,2,2,1,2,26.01,0,0,2.9,99.38,low_risk,medium_engagement,low_utilization,False,False,False
4492,Pärnu,organic,salaried,ios,16,2114.81,mid,53.39,0.44,2135.91,987.01,6,164.5,0.47,0.223,3,3.3,11,0,0,4,43.11,0,0,0.0,99.3,low_risk,medium_engagement,medium_utilization,False,False,False
4493,Tartu,organic,salaried,android,32,1932.25,mid,40.63,0.45,355.28,454.6,12,37.88,0.24,0.184,1,6.05,7,3,0,1,32.19,1,1,2.4,93.0,low_risk,low_engagement,medium_utilization,False,False,False
4494,Narva,organic,self_employed,ios,8,3640.23,upper_mid,1.7,0.32,,8305.49,12,692.12,2.28,0.299,1,6.27,10,0,0,3,25.77,1,4,9.2,78.24,low_risk,low_engagement,low_utilization,True,False,False
4495,Pärnu,organic,gig_worker,android,12,1602.39,lower_mid,52.6,0.32,425.52,301.58,6,50.26,0.19,0.175,3,7.05,5,1,1,1,2.35,0,2,3.2,81.52,low_risk,medium_engagement,medium_utilization,False,False,False
4496,Tartu,social,unemployed,android,4,584.13,low,30.7,0.32,240.24,202.81,3,67.6,0.35,0.153,2,3.94,0,1,0,1,5.66,0,2,8.6,88.01,low_risk,low_engagement,medium_utilization,False,False,False
4497,Tartu,referral,salaried,ios,7,1960.18,mid,43.75,0.14,339.87,572.96,6,95.49,0.29,0.135,6,3.88,4,0,1,1,7.54,0,1,9.1,93.69,low_risk,medium_engagement,medium_utilization,False,False,False
4498,Tallinn,paid_search,salaried,android,6,1952.28,mid,0.0,0.12,,1339.8,9,148.87,0.69,0.083,2,5.13,7,1,1,3,11.22,0,0,1.1,99.54,low_risk,low_engagement,low_utilization,True,False,False
4499,Tallinn,partner,self_employed,ios,15,4128.24,upper_mid,39.36,0.38,1051.01,2527.0,9,280.78,0.61,0.203,3,6.48,8,0,1,2,2.24,0,0,0.6,98.62,low_risk,medium_engagement,medium_utilization,False,False,False
4500,Tallinn,partner,salaried,ios,59,2660.08,mid,1.44,0.17,1564.84,891.6,6,148.6,0.34,0.055,4,2.72,5,0,1,2,26.02,0,0,0.0,99.87,low_risk,medium_engagement,low_utilization,False,False,False
4501,Tartu,partner,salaried,android,23,1283.3,lower_mid,11.53,0.34,1142.16,149.97,6,25.0,0.12,0.085,0,5.06,3,1,1,1,9.68,0,1,0.6,91.07,low_risk,low_engagement,low_utilization,False,False,False
4502,Tartu,organic,salaried,android,3,1927.81,mid,48.08,0.4,1048.74,1330.85,12,110.9,0.69,0.233,4,5.76,1,1,1,2,19.77,0,0,1.2,98.36,low_risk,medium_engagement,medium_utilization,False,False,False
4503,Tallinn,organic,salaried,ios,12,2082.7,mid,32.39,0.45,2084.28,2173.71,24,90.57,1.04,0.248,5,7.44,2,1,1,1,36.88,0,0,0.0,98.72,low_risk,medium_engagement,medium_utilization,False,False,False
4504,Tallinn,referral,salaried,web,1,1425.17,lower_mid,37.62,0.38,484.86,1494.71,24,62.28,1.05,0.254,5,5.83,1,1,0,2,19.76,0,1,2.0,91.84,low_risk,medium_engagement,medium_utilization,False,False,False
4505,Tartu,paid_search,salaried,ios,4,1125.13,lower_mid,53.47,0.4,,1184.54,18,65.81,1.05,0.296,6,8.73,5,2,1,1,30.52,0,0,0.0,99.39,low_risk,medium_engagement,medium_utilization,True,False,False
4506,Tallinn,social,self_employed,ios,3,2340.35,mid,57.33,0.48,3068.04,1079.53,3,359.84,0.46,0.235,5,7.39,11,1,1,1,60.07,0,0,0.0,98.72,low_risk,medium_engagement,medium_utilization,False,False,False
4507,Pärnu,referral,self_employed,ios,6,1433.66,lower_mid,54.16,0.46,888.68,293.53,6,48.92,0.2,0.203,5,1.9,7,0,0,1,16.29,0,2,8.7,82.78,low_risk,medium_engagement,medium_utilization,False,False,False
4508,Tallinn,social,salaried,ios,16,3251.15,upper_mid,8.34,0.21,3200.67,4928.85,12,410.74,1.52,0.205,4,5.31,6,2,0,1,20.7,0,0,0.0,98.81,low_risk,medium_engagement,low_utilization,False,False,False
4509,Tartu,organic,salaried,ios,10,2106.03,mid,6.04,0.13,2024.2,1898.65,18,105.48,0.9,0.117,3,8.02,2,2,1,2,60.38,0,0,0.0,99.67,low_risk,medium_engagement,low_utilization,False,False,False
4510,Other,partner,salaried,android,38,1778.81,lower_mid,20.81,0.21,1231.69,1402.93,6,233.82,0.79,0.153,5,3.56,19,0,0,2,15.35,0,1,2.6,92.66,low_risk,medium_engagement,low_utilization,False,False,False
4511,Tallinn,organic,salaried,android,3,901.3,low,27.29,0.39,1023.16,258.04,9,28.67,0.29,0.146,3,6.18,8,1,1,2,27.66,0,1,2.9,92.41,low_risk,medium_engagement,low_utilization,False,False,False
4512,Tartu,social,self_employed,android,6,2914.4,mid,2.43,0.25,1173.4,3803.18,9,422.58,1.3,0.182,9,6.55,8,1,0,1,5.58,0,0,0.0,99.29,low_risk,high_engagement,low_utilization,False,False,False
4513,Tallinn,organic,,web,6,720.33,low,23.6,0.21,725.54,288.11,6,48.02,0.4,0.117,3,5.78,9,0,0,3,42.41,0,2,5.3,86.16,low_risk,medium_engagement,low_utilization,False,False,False
4514,Tartu,paid_search,self_employed,ios,4,1624.15,lower_mid,49.34,0.41,920.82,3976.14,9,441.79,2.45,0.437,5,5.91,3,1,1,2,27.63,1,5,27.5,62.67,medium_risk,medium_engagement,medium_utilization,False,False,False
4515,Tartu,partner,self_employed,ios,70,1391.32,lower_mid,48.9,0.45,669.79,1015.22,9,112.8,0.73,0.252,3,6.12,2,0,0,1,28.35,1,0,0.0,99.3,low_risk,medium_engagement,medium_utilization,False,False,False
4516,Tallinn,paid_search,salaried,ios,7,3675.24,upper_mid,33.08,0.4,1302.53,1438.5,12,119.88,0.39,0.169,5,4.44,10,0,1,1,26.35,0,1,5.8,93.51,low_risk,medium_engagement,medium_utilization,False,False,False
4517,Tartu,paid_search,salaried,ios,40,1446.95,lower_mid,29.34,0.33,925.39,2414.46,12,201.2,1.67,0.294,9,4.59,6,1,1,2,65.86,0,0,1.3,98.9,low_risk,high_engagement,low_utilization,False,False,False
4518,Other,social,student,android,7,747.11,low,28.99,0.4,339.7,262.96,18,14.61,0.35,0.164,5,7.69,5,0,0,2,50.25,1,5,15.8,58.34,low_risk,medium_engagement,low_utilization,False,False,False
4519,Tallinn,paid_search,unemployed,ios,3,793.44,low,37.19,0.35,742.27,1037.67,6,172.95,1.31,0.274,2,5.43,12,0,1,1,17.12,0,0,2.2,97.96,low_risk,low_engagement,medium_utilization,False,False,False
4520,Tallinn,referral,salaried,android,2,3489.32,upper_mid,30.37,0.44,1295.0,2049.48,12,170.79,0.59,0.194,5,10.97,1,1,1,2,35.67,0,2,7.6,91.08,low_risk,medium_engagement,medium_utilization,False,False,False
4521,Other,organic,salaried,android,27,1946.87,mid,27.73,0.51,483.17,2360.31,6,393.38,1.21,0.278,6,2.9,4,0,0,2,32.09,0,0,0.2,98.63,low_risk,medium_engagement,low_utilization,False,False,False
4522,Tartu,partner,gig_worker,android,0,1043.85,lower_mid,34.5,0.35,805.5,501.8,12,41.82,0.48,0.175,3,5.98,1,1,0,1,11.67,0,2,4.7,90.48,low_risk,medium_engagement,medium_utilization,False,False,False
4523,Other,referral,salaried,android,47,2022.99,mid,40.23,0.4,4693.74,1603.42,9,178.16,0.79,0.221,2,4.1,1,0,0,2,11.29,0,0,0.0,98.49,low_risk,low_engagement,medium_utilization,False,False,False
4524,Tartu,paid_search,gig_worker,ios,8,1852.75,mid,36.24,0.27,1115.51,6033.81,9,670.42,3.26,0.473,3,8.6,38,1,1,2,40.17,0,3,4.6,79.85,medium_risk,medium_engagement,medium_utilization,False,False,False
