user_id,signup_date,acquisition_channel,region,company_size,industry,experiment_group,experiment_eligibility_flag,assignment_valid_flag,exposure_days,low_exposure_flag,onboarding_completion_flag,activation_flag,retained_30d,retained_60d,churn_30d,upgrade_flag,expansion_revenue_flag,negative_feedback_flag,sessions_first_14d,feature_adoption_count,support_tickets_first_30d,time_to_activation_days,monthly_subscription_value,subscription_value_band,engagement_band,feature_adoption_band,experiment_eligibility_flag_invalid_flag,assignment_valid_flag_invalid_flag,low_exposure_flag_invalid_flag,onboarding_completion_flag_invalid_flag,activation_flag_invalid_flag,retained_30d_invalid_flag,retained_60d_invalid_flag,churn_30d_invalid_flag,upgrade_flag_invalid_flag,expansion_revenue_flag_invalid_flag,negative_feedback_flag_invalid_flag,experiment_eligibility_flag_clean,assignment_valid_flag_clean,low_exposure_flag_clean,onboarding_completion_flag_clean,activation_flag_clean,retained_30d_clean,retained_60d_clean,churn_30d_clean,upgrade_flag_clean,expansion_revenue_flag_clean,negative_feedback_flag_clean,acquisition_channel_missing_flag,company_size_missing_flag,time_to_activation_days_missing_flag,exposure_days_invalid_flag,sessions_first_14d_invalid_flag,feature_adoption_count_invalid_flag,support_tickets_first_30d_invalid_flag,time_to_activation_days_invalid_flag,monthly_subscription_value_invalid_flag
5095,2026-02-28,organic,Europe,solo,finance,treatment,1,1,26,0,0,1,1,1,0,0,1,0,3,2,3,2.8,18.32,low_value,low_engagement,basic_adoption,False,False,False,False,False,False,False,False,False,False,False,1,1,0,0,1,1,1,0,0,1,0,False,False,False,False,False,False,False,False,False
5096,2026-03-17,organic,APAC,small,other,treatment,1,1,27,0,1,0,0,0,1,0,0,1,3,5,1,,65.29,mid_value,low_engagement,moderate_adoption,False,False,False,False,False,False,False,False,False,False,False,1,1,0,1,0,0,0,1,0,0,1,False,False,True,False,False,False,False,False,False
5097,2026-02-18,paid_search,North America,small,software,control,1,1,28,0,1,1,1,0,0,0,0,0,5,3,1,0.7,72.34,mid_value,moderate_engagement,basic_adoption,False,False,False,False,False,False,False,False,False,False,False,1,1,0,1,1,1,0,0,0,0,0,False,False,False,False,False,False,False,False,False
5098,2026-02-28,paid_social,North America,small,other,control,1,1,23,0,0,0,0,1,1,0,0,0,4,2,1,,55.0,mid_value,moderate_engagement,basic_adoption,False,False,False,False,False,False,False,False,False,False,False,1,1,0,0,0,0,1,1,0,0,0,False,False,True,False,False,False,False,False,False
5099,2026-01-31,partner,Europe,small,finance,control,1,1,24,0,0,1,1,0,0,1,1,0,11,7,1,6.9,59.61,mid_value,high_engagement,broad_adoption,False,False,False,False,False,False,False,False,False,False,False,1,1,0,0,1,1,0,0,1,1,0,False,False,False,False,False,False,False,False,False
5100,2026-03-10,,UK,mid_market,education,control,1,1,21,0,0,1,1,1,0,0,0,0,11,5,0,23.7,237.16,high_value,high_engagement,moderate_adoption,False,False,False,False,False,False,False,False,False,False,False,1,1,0,0,1,1,1,0,0,0,0,True,False,False,False,False,False,False,False,False
5101,2026-03-03,paid_search,Europe,small,other,control,1,1,21,0,0,0,0,0,1,1,0,0,3,1,0,,60.39,mid_value,low_engagement,minimal_adoption,False,False,False,False,False,False,False,False,False,False,False,1,1,0,0,0,0,0,1,1,0,0,False,False,True,False,False,False,False,False,False
5102,2026-02-21,paid_search,North America,small,other,control,1,1,25,0,0,0,0,1,1,0,0,0,5,4,0,,73.01,mid_value,moderate_engagement,moderate_adoption,False,False,False,False,False,False,False,False,False,False,False,1,1,0,0,0,0,1,1,0,0,0,False,False,True,False,False,False,False,False,False
5103,2026-03-30,paid_social,APAC,small,other,control,1,1,21,0,0,0,0,0,1,0,0,0,2,2,0,,72.82,mid_value,low_engagement,basic_adoption,False,False,False,False,False,False,False,False,False,False,False,1,1,0,0,0,0,0,1,0,0,0,False,False,True,False,False,False,False,False,False
5104,2026-02-10,partner,North America,,software,control,1,1,29,0,1,0,1,0,0,0,0,0,5,4,1,,22.48,low_value,moderate_engagement,moderate_adoption,False,False,False,False,False,False,False,False,False,False,False,1,1,0,1,0,1,0,0,0,0,0,False,True,True,False,False,False,False,False,False
5105,2026-01-31,paid_social,UK,small,retail,treatment,1,1,23,0,0,0,0,0,1,0,0,0,5,1,0,,128.87,mid_value,moderate_engagement,minimal_adoption,False,False,False,False,False,False,False,False,False,False,False,1,1,0,0,0,0,0,1,0,0,0,False,False,True,False,False,False,False,False,False
5106,2026-03-26,partner,APAC,solo,other,treatment,1,1,30,0,1,1,1,1,0,0,0,0,3,2,0,10.5,72.72,mid_value,low_engagement,basic_adoption,False,False,False,False,False,False,False,False,False,False,False,1,1,0,1,1,1,1,0,0,0,0,False,False,False,False,False,False,False,False,False
5107,2026-03-25,paid_social,North America,small,finance,control,1,1,29,0,0,1,1,1,0,0,0,0,14,4,0,5.4,96.73,mid_value,high_engagement,moderate_adoption,False,False,False,False,False,False,False,False,False,False,False,1,1,0,0,1,1,1,0,0,0,0,False,False,False,False,False,False,False,False,False
5108,2026-01-22,paid_social,APAC,solo,education,treatment,1,1,25,0,0,1,0,1,1,0,0,1,7,6,0,6.6,29.59,low_value,moderate_engagement,moderate_adoption,False,False,False,False,False,False,False,False,False,False,False,1,1,0,0,1,0,1,1,0,0,1,False,False,False,False,False,False,False,False,False
5109,2026-01-04,paid_search,UK,small,software,control,1,1,22,0,1,1,1,1,0,0,0,0,8,3,1,8.9,48.27,low_value,moderate_engagement,basic_adoption,False,False,False,False,False,False,False,False,False,False,False,1,1,0,1,1,1,1,0,0,0,0,False,False,False,False,False,False,False,False,False
5110,2026-01-13,partner,APAC,small,software,control,1,1,29,0,0,1,0,0,1,0,0,0,10,4,0,1.4,72.42,mid_value,high_engagement,moderate_adoption,False,False,False,False,False,False,False,False,False,False,False,1,1,0,0,1,0,0,1,0,0,0,False,False,False,False,False,False,False,False,False
5111,2026-02-14,direct,North America,small,retail,control,1,1,27,0,1,0,0,0,1,0,0,1,2,1,0,,89.35,mid_value,low_engagement,minimal_adoption,False,False,False,False,False,False,False,False,False,False,False,1,1,0,1,0,0,0,1,0,0,1,False,False,True,False,False,False,False,False,False
5112,2026-02-11,referral,APAC,small,finance,treatment,1,1,26,0,0,0,0,0,1,0,0,0,2,6,2,,77.6,mid_value,low_engagement,moderate_adoption,False,False,False,False,False,False,False,False,False,False,False,1,1,0,0,0,0,0,1,0,0,0,False,False,True,False,False,False,False,False,False
5113,2026-02-18,partner,North America,small,software,treatment,1,1,21,0,0,0,0,0,1,0,0,0,8,1,1,,81.42,mid_value,moderate_engagement,minimal_adoption,False,False,False,False,False,False,False,False,False,False,False,1,1,0,0,0,0,0,1,0,0,0,False,False,True,False,False,False,False,False,False
5114,2026-01-20,organic,APAC,small,finance,treatment,1,1,23,0,0,1,1,1,0,0,0,0,11,4,0,10.8,51.92,mid_value,high_engagement,moderate_adoption,False,False,False,False,False,False,False,False,False,False,False,1,1,0,0,1,1,1,0,0,0,0,False,False,False,False,False,False,False,False,False
5115,2026-03-18,direct,Europe,mid_market,retail,treatment,1,0,5,1,0,1,1,1,0,0,0,0,9,6,0,7.2,352.88,high_value,high_engagement,moderate_adoption,False,False,False,False,False,False,False,False,False,False,False,1,0,1,0,1,1,1,0,0,0,0,False,False,False,False,False,False,False,False,False
5116,2026-03-22,organic,North America,small,retail,treatment,1,1,25,0,1,0,1,0,0,0,0,0,1,3,0,,77.46,mid_value,low_engagement,basic_adoption,False,False,False,False,False,False,False,False,False,False,False,1,1,0,1,0,1,0,0,0,0,0,False,False,True,False,False,False,False,False,False
5117,2026-02-23,organic,North America,mid_market,software,control,1,1,25,0,1,1,0,0,1,1,1,1,7,5,0,15.1,271.62,high_value,moderate_engagement,moderate_adoption,False,False,False,False,False,False,False,False,False,False,False,1,1,0,1,1,0,0,1,1,1,1,False,False,False,False,False,False,False,False,False
5118,2026-02-05,organic,Europe,solo,other,control,1,1,23,0,0,1,0,1,1,0,0,0,9,5,0,6.1,34.23,low_value,high_engagement,moderate_adoption,False,False,False,False,False,False,False,False,False,False,False,1,1,0,0,1,0,1,1,0,0,0,False,False,False,False,False,False,False,False,False
5119,2026-01-01,direct,Europe,small,software,control,1,1,24,0,1,0,0,0,1,0,1,0,6,4,0,,70.86,mid_value,moderate_engagement,moderate_adoption,False,False,False,False,False,False,False,False,False,False,False,1,1,0,1,0,0,0,1,0,1,0,False,False,True,False,False,False,False,False,False
5120,2026-01-15,,North America,solo,retail,control,1,1,26,0,1,0,1,0,0,0,0,0,4,3,1,,29.99,low_value,moderate_engagement,basic_adoption,False,False,False,False,False,False,False,False,False,False,False,1,1,0,1,0,1,0,0,0,0,0,True,False,True,False,False,False,False,False,False
5121,2026-03-18,direct,North America,mid_market,finance,control,1,1,23,0,1,0,0,1,1,1,0,0,10,1,0,,286.76,high_value,high_engagement,minimal_adoption,False,False,False,False,False,False,False,False,False,False,False,1,1,0,1,0,0,1,1,1,0,0,False,False,True,False,False,False,False,False,False
5122,2026-01-17,partner,Europe,solo,healthcare,treatment,1,1,28,0,1,0,1,0,0,0,0,0,4,5,0,,30.31,low_value,moderate_engagement,moderate_adoption,False,False,False,False,False,False,False,False,False,False,False,1,1,0,1,0,1,0,0,0,0,0,False,False,True,False,False,False,False,False,False
5123,2026-01-24,paid_search,Europe,small,healthcare,treatment,1,1,23,0,0,0,1,0,0,0,0,0,3,3,0,,101.23,mid_value,low_engagement,basic_adoption,False,False,False,False,False,False,False,False,False,False,False,1,1,0,0,0,1,0,0,0,0,0,False,False,True,False,False,False,False,False,False
5124,2026-02-27,direct,Europe,small,healthcare,treatment,1,1,24,0,1,1,0,0,1,0,0,0,7,3,1,4.1,77.86,mid_value,moderate_engagement,basic_adoption,False,False,False,False,False,False,False,False,False,False,False,1,1,0,1,1,0,0,1,0,0,0,False,False,False,False,False,False,False,False,False
5125,2026-03-13,direct,APAC,mid_market,education,treatment,1,1,26,0,1,0,0,0,1,0,0,1,12,2,1,,250.83,high_value,high_engagement,basic_adoption,False,False,False,False,False,False,False,False,False,False,False,1,1,0,1,0,0,0,1,0,0,1,False,False,True,False,False,False,False,False,False
5126,2026-01-23,paid_social,Europe,solo,education,treatment,1,1,27,0,1,0,1,1,0,0,0,0,10,0,1,,29.97,low_value,high_engagement,minimal_adoption,False,False,False,False,False,False,False,False,False,False,False,1,1,0,1,0,1,1,0,0,0,0,False,False,True,False,False,False,False,False,False
5127,2026-02-15,organic,North America,small,software,control,1,1,23,0,0,0,1,0,0,1,1,0,9,1,1,,47.93,low_value,high_engagement,minimal_adoption,False,False,False,False,False,False,False,False,False,False,False,1,1,0,0,0,1,0,0,1,1,0,False,False,True,False,False,False,False,False,False
5128,2026-03-13,referral,Europe,enterprise,retail,treatment,1,1,29,0,1,1,1,1,0,0,0,1,9,5,1,0.7,1048.0,enterprise_value,high_engagement,moderate_adoption,False,False,False,False,False,False,False,False,False,False,False,1,1,0,1,1,1,1,0,0,0,1,False,False,False,False,False,False,False,False,False
5129,2026-01-08,direct,UK,solo,finance,control,1,1,25,0,0,0,0,1,1,0,0,0,4,2,1,,42.17,low_value,moderate_engagement,basic_adoption,False,False,False,False,False,False,False,False,False,False,False,1,1,0,0,0,0,1,1,0,0,0,False,False,True,False,False,False,False,False,False
5130,2026-02-28,partner,North America,enterprise,education,control,1,1,25,0,1,1,1,0,0,0,0,0,10,6,1,9.1,779.02,enterprise_value,high_engagement,moderate_adoption,False,False,False,False,False,False,False,False,False,False,False,1,1,0,1,1,1,0,0,0,0,0,False,False,False,False,False,False,False,False,False
5131,2026-03-31,partner,Europe,solo,retail,control,1,1,29,0,1,0,1,1,0,0,0,0,1,1,1,,40.49,low_value,low_engagement,minimal_adoption,False,False,False,False,False,False,False,False,False,False,False,1,1,0,1,0,1,1,0,0,0,0,False,False,True,False,False,False,False,False,False
5132,2026-02-28,direct,Europe,mid_market,software,treatment,1,1,23,0,1,1,1,1,0,0,0,0,6,8,0,5.0,206.88,high_value,moderate_engagement,broad_adoption,False,False,False,False,False,False,False,False,False,False,False,1,1,0,1,1,1,1,0,0,0,0,False,False,False,False,False,False,False,False,False
5133,2026-01-13,direct,Other,enterprise,retail,treatment,1,1,22,0,0,0,1,1,0,0,0,0,9,2,1,,1242.12,enterprise_value,high_engagement,basic_adoption,False,False,False,False,False,False,False,False,False,False,False,1,1,0,0,0,1,1,0,0,0,0,False,False,True,False,False,False,False,False,False
5134,2026-02-08,referral,Europe,enterprise,other,treatment,1,1,23,0,0,1,1,1,0,0,0,0,16,3,2,10.4,1185.73,enterprise_value,power_engagement,basic_adoption,False,False,False,False,False,False,False,False,False,False,False,1,1,0,0,1,1,1,0,0,0,0,False,False,False,False,False,False,False,False,False
5135,2026-01-28,referral,UK,small,software,treatment,1,1,25,0,0,1,1,1,0,1,0,0,8,1,1,14.2,75.11,mid_value,moderate_engagement,minimal_adoption,False,False,False,False,False,False,False,False,False,False,False,1,1,0,0,1,1,1,0,1,0,0,False,False,False,False,False,False,False,False,False
5136,2026-03-30,organic,North America,mid_market,healthcare,treatment,1,1,27,0,1,0,0,1,1,0,0,0,7,1,0,,237.63,high_value,moderate_engagement,minimal_adoption,False,False,False,False,False,False,False,False,False,False,False,1,1,0,1,0,0,1,1,0,0,0,False,False,True,False,False,False,False,False,False
5137,2026-03-02,referral,UK,solo,retail,treatment,1,1,27,0,1,0,0,0,1,0,0,0,4,4,0,,34.68,low_value,moderate_engagement,moderate_adoption,False,False,False,False,False,False,False,False,False,False,False,1,1,0,1,0,0,0,1,0,0,0,False,False,True,False,False,False,False,False,False
5138,2026-01-16,paid_social,North America,small,software,control,1,1,23,0,0,1,0,0,1,0,0,0,5,2,0,1.4,36.28,low_value,moderate_engagement,basic_adoption,False,False,False,False,False,False,False,False,False,False,False,1,1,0,0,1,0,0,1,0,0,0,False,False,False,False,False,False,False,False,False
5139,2026-01-02,partner,Europe,small,retail,control,1,1,30,0,1,1,1,1,0,0,0,0,11,3,1,2.8,82.45,mid_value,high_engagement,basic_adoption,False,False,False,False,False,False,False,False,False,False,False,1,1,0,1,1,1,1,0,0,0,0,False,False,False,False,False,False,False,False,False
5140,2026-03-23,paid_social,Europe,small,software,control,1,1,29,0,0,1,0,1,1,0,0,0,7,3,3,3.1,68.93,mid_value,moderate_engagement,basic_adoption,False,False,False,False,False,False,False,False,False,False,False,1,1,0,0,1,0,1,1,0,0,0,False,False,False,False,False,False,False,False,False
5141,2026-01-17,organic,APAC,small,other,control,1,1,28,0,1,1,0,0,1,0,0,0,6,2,1,3.2,76.41,mid_value,moderate_engagement,basic_adoption,False,False,False,False,False,False,False,False,False,False,False,1,1,0,1,1,0,0,1,0,0,0,False,False,False,False,False,False,False,False,False
5142,2026-01-30,organic,North America,solo,education,treatment,1,1,25,0,1,0,1,0,0,1,0,0,3,3,2,,24.92,low_value,low_engagement,basic_adoption,False,False,False,False,False,False,False,False,False,False,False,1,1,0,1,0,1,0,0,1,0,0,False,False,True,False,False,False,False,False,False
5143,2026-01-13,referral,North America,,other,control,1,1,22,0,1,0,0,1,1,0,0,0,2,6,0,,626.9,enterprise_value,low_engagement,moderate_adoption,False,False,False,False,False,False,False,False,False,False,False,1,1,0,1,0,0,1,1,0,0,0,False,True,True,False,False,False,False,False,False
5144,2026-03-23,paid_social,UK,small,finance,treatment,1,1,30,0,1,1,1,0,0,0,0,0,16,4,0,5.7,81.1,mid_value,power_engagement,moderate_adoption,False,False,False,False,False,False,False,False,False,False,False,1,1,0,1,1,1,0,0,0,0,0,False,False,False,False,False,False,False,False,False
5145,2026-01-13,paid_search,Europe,mid_market,software,treatment,1,1,30,0,1,0,1,1,0,0,0,0,5,3,3,,193.37,high_value,moderate_engagement,basic_adoption,False,False,False,False,False,False,False,False,False,False,False,1,1,0,1,0,1,1,0,0,0,0,False,False,True,False,False,False,False,False,False
5146,2026-02-12,organic,North America,mid_market,finance,treatment,1,1,24,0,0,0,0,0,1,0,0,0,5,5,2,,278.73,high_value,moderate_engagement,moderate_adoption,False,False,False,False,False,False,False,False,False,False,False,1,1,0,0,0,0,0,1,0,0,0,False,False,True,False,False,False,False,False,False
5147,2026-03-26,paid_search,North America,mid_market,healthcare,control,1,1,28,0,1,0,0,0,1,0,0,1,3,2,1,,165.13,high_value,low_engagement,basic_adoption,False,False,False,False,False,False,False,False,False,False,False,1,1,0,1,0,0,0,1,0,0,1,False,False,True,False,False,False,False,False,False
5148,2026-01-21,organic,North America,solo,other,control,1,1,28,0,1,1,1,1,0,0,0,0,5,3,0,5.5,36.34,low_value,moderate_engagement,basic_adoption,False,False,False,False,False,False,False,False,False,False,False,1,1,0,1,1,1,1,0,0,0,0,False,False,False,False,False,False,False,False,False
5149,2026-02-24,paid_search,Europe,small,other,control,0,0,1,1,0,0,0,0,1,0,0,0,8,4,0,,93.02,mid_value,moderate_engagement,moderate_adoption,False,False,False,False,False,False,False,False,False,False,False,0,0,1,0,0,0,0,1,0,0,0,False,False,True,False,False,False,False,False,False
5150,2026-03-22,paid_search,APAC,small,retail,control,1,1,21,0,1,1,1,1,0,1,0,1,10,1,0,10.0,92.19,mid_value,high_engagement,minimal_adoption,False,False,False,False,False,False,False,False,False,False,False,1,1,0,1,1,1,1,0,1,0,1,False,False,False,False,False,False,False,False,False
5151,2026-02-09,paid_search,North America,solo,retail,treatment,1,1,24,0,0,1,1,1,0,1,0,0,12,5,1,1.7,30.03,low_value,high_engagement,moderate_adoption,False,False,False,False,False,False,False,False,False,False,False,1,1,0,0,1,1,1,0,1,0,0,False,False,False,False,False,False,False,False,False
5152,2026-03-24,paid_search,APAC,small,other,control,1,1,26,0,0,0,0,0,1,0,0,0,1,1,3,,59.2,mid_value,low_engagement,minimal_adoption,False,False,False,False,False,False,False,False,False,False,False,1,1,0,0,0,0,0,1,0,0,0,False,False,True,False,False,False,False,False,False
5153,2026-01-15,organic,Europe,small,other,control,1,1,23,0,1,1,0,0,1,0,0,0,11,4,0,15.1,66.08,mid_value,high_engagement,moderate_adoption,False,False,False,False,False,False,False,False,False,False,False,1,1,0,1,1,0,0,1,0,0,0,False,False,False,False,False,False,False,False,False
5154,2026-03-14,partner,North America,solo,retail,control,1,1,21,0,0,1,0,1,1,0,0,0,10,2,0,17.5,16.11,low_value,high_engagement,basic_adoption,False,False,False,False,False,False,False,False,False,False,False,1,1,0,0,1,0,1,1,0,0,0,False,False,False,False,False,False,False,False,False
5155,2026-02-21,paid_search,Europe,small,healthcare,treatment,1,1,24,0,1,0,0,0,1,1,0,0,6,0,2,,112.13,mid_value,moderate_engagement,minimal_adoption,False,False,False,False,False,False,False,False,False,False,False,1,1,0,1,0,0,0,1,1,0,0,False,False,True,False,False,False,False,False,False
5156,2026-03-15,organic,Europe,small,healthcare,treatment,1,1,26,0,1,0,1,1,0,0,0,0,8,3,0,,67.31,mid_value,moderate_engagement,basic_adoption,False,False,False,False,False,False,False,False,False,False,False,1,1,0,1,0,1,1,0,0,0,0,False,False,True,False,False,False,False,False,False
5157,2026-02-22,organic,North America,solo,education,treatment,1,1,25,0,1,0,0,0,1,0,0,0,7,3,0,,20.0,low_value,moderate_engagement,basic_adoption,False,False,False,False,False,False,False,False,False,False,False,1,1,0,1,0,0,0,1,0,0,0,False,False,True,False,False,False,False,False,False
5158,2026-03-28,paid_search,UK,small,education,control,1,1,21,0,0,0,0,1,1,0,0,0,6,0,0,,110.15,mid_value,moderate_engagement,minimal_adoption,False,False,False,False,False,False,False,False,False,False,False,1,1,0,0,0,0,1,1,0,0,0,False,False,True,False,False,False,False,False,False
5159,2026-02-21,organic,UK,small,software,control,1,1,24,0,1,0,1,0,0,1,0,0,5,2,0,,79.57,mid_value,moderate_engagement,basic_adoption,False,False,False,False,False,False,False,False,False,False,False,1,1,0,1,0,1,0,0,1,0,0,False,False,True,False,False,False,False,False,False
5160,2026-01-30,organic,North America,enterprise,healthcare,treatment,1,1,26,0,1,1,1,1,0,0,0,0,9,3,0,5.0,705.94,enterprise_value,high_engagement,basic_adoption,False,False,False,False,False,False,False,False,False,False,False,1,1,0,1,1,1,1,0,0,0,0,False,False,False,False,False,False,False,False,False
5161,2026-02-02,paid_social,North America,small,education,treatment,1,1,30,0,1,1,1,0,0,1,0,0,8,1,0,7.4,54.56,mid_value,moderate_engagement,minimal_adoption,False,False,False,False,False,False,False,False,False,False,False,1,1,0,1,1,1,0,0,1,0,0,False,False,False,False,False,False,False,False,False
5162,2026-02-26,paid_social,North America,small,retail,control,1,1,26,0,1,1,1,1,0,0,0,0,6,7,1,5.7,59.56,mid_value,moderate_engagement,broad_adoption,False,False,False,False,False,False,False,False,False,False,False,1,1,0,1,1,1,1,0,0,0,0,False,False,False,False,False,False,False,False,False
5163,2026-02-21,paid_social,APAC,small,retail,treatment,1,1,26,0,0,0,0,0,1,0,0,0,10,0,2,,54.88,mid_value,high_engagement,minimal_adoption,False,False,False,False,False,False,False,False,False,False,False,1,1,0,0,0,0,0,1,0,0,0,False,False,True,False,False,False,False,False,False
5164,2026-01-09,referral,North America,mid_market,finance,treatment,1,1,29,0,0,1,1,0,0,0,0,0,8,2,2,9.3,393.82,high_value,moderate_engagement,basic_adoption,False,False,False,False,False,False,False,False,False,False,False,1,1,0,0,1,1,0,0,0,0,0,False,False,False,False,False,False,False,False,False
5165,2026-02-23,organic,APAC,small,retail,control,1,1,28,0,0,0,0,0,1,0,0,0,4,2,0,,66.87,mid_value,moderate_engagement,basic_adoption,False,False,False,False,False,False,False,False,False,False,False,1,1,0,0,0,0,0,1,0,0,0,False,False,True,False,False,False,False,False,False
5166,2026-01-01,direct,Europe,small,retail,control,1,1,27,0,0,1,1,0,0,0,0,0,9,3,1,6.7,93.39,mid_value,high_engagement,basic_adoption,False,False,False,False,False,False,False,False,False,False,False,1,1,0,0,1,1,0,0,0,0,0,False,False,False,False,False,False,False,False,False
5167,2026-02-13,organic,UK,solo,finance,treatment,1,1,30,0,1,1,1,1,0,0,0,0,17,4,2,2.8,45.93,low_value,power_engagement,moderate_adoption,False,False,False,False,False,False,False,False,False,False,False,1,1,0,1,1,1,1,0,0,0,0,False,False,False,False,False,False,False,False,False
5168,2026-03-16,referral,Europe,solo,other,treatment,1,1,24,0,1,0,0,0,1,0,0,1,5,0,0,,50.0,low_value,moderate_engagement,minimal_adoption,False,False,False,False,False,False,False,False,False,False,False,1,1,0,1,0,0,0,1,0,0,1,False,False,True,False,False,False,False,False,False
5169,2026-03-21,organic,North America,solo,retail,control,1,1,23,0,1,1,0,1,1,0,0,0,8,6,0,3.3,15.61,low_value,moderate_engagement,moderate_adoption,False,False,False,False,False,False,False,False,False,False,False,1,1,0,1,1,0,1,1,0,0,0,False,False,False,False,False,False,False,False,False
5170,2026-01-09,partner,APAC,small,other,control,1,1,23,0,0,0,1,1,0,0,0,0,7,1,0,,107.09,mid_value,moderate_engagement,minimal_adoption,False,False,False,False,False,False,False,False,False,False,False,1,1,0,0,0,1,1,0,0,0,0,False,False,True,False,False,False,False,False,False
5171,2026-02-01,paid_social,UK,small,software,treatment,1,1,23,0,0,0,0,0,1,0,0,0,5,2,1,,123.44,mid_value,moderate_engagement,basic_adoption,False,False,False,False,False,False,False,False,False,False,False,1,1,0,0,0,0,0,1,0,0,0,False,False,True,False,False,False,False,False,False
5172,2026-01-15,organic,Europe,small,education,treatment,1,1,30,0,0,0,0,1,1,0,0,0,7,3,0,,70.24,mid_value,moderate_engagement,basic_adoption,False,False,False,False,False,False,False,False,False,False,False,1,1,0,0,0,0,1,1,0,0,0,False,False,True,False,False,False,False,False,False
5173,2026-01-12,paid_social,Europe,small,retail,treatment,1,1,25,0,0,0,0,0,1,0,0,0,7,4,3,,51.86,mid_value,moderate_engagement,moderate_adoption,False,False,False,False,False,False,False,False,False,False,False,1,1,0,0,0,0,0,1,0,0,0,False,False,True,False,False,False,False,False,False
5174,2026-03-19,organic,Europe,small,finance,treatment,1,1,26,0,1,0,0,0,1,0,0,0,3,1,0,,63.63,mid_value,low_engagement,minimal_adoption,False,False,False,False,False,False,False,False,False,False,False,1,1,0,1,0,0,0,1,0,0,0,False,False,True,False,False,False,False,False,False
5175,2026-02-26,referral,North America,mid_market,software,control,1,1,24,0,1,1,1,0,0,0,0,0,4,3,1,1.9,293.68,high_value,moderate_engagement,basic_adoption,False,False,False,False,False,False,False,False,False,False,False,1,1,0,1,1,1,0,0,0,0,0,False,False,False,False,False,False,False,False,False
5176,2026-01-08,referral,Europe,mid_market,finance,treatment,1,1,30,0,0,0,1,1,0,0,0,0,3,5,0,,329.73,high_value,low_engagement,moderate_adoption,False,False,False,False,False,False,False,False,False,False,False,1,1,0,0,0,1,1,0,0,0,0,False,False,True,False,False,False,False,False,False
5177,2026-03-13,organic,North America,mid_market,finance,treatment,1,1,21,0,0,0,0,0,1,1,1,1,11,3,1,,296.41,high_value,high_engagement,basic_adoption,False,False,False,False,False,False,False,False,False,False,False,1,1,0,0,0,0,0,1,1,1,1,False,False,True,False,False,False,False,False,False
5178,2026-01-27,paid_search,Other,solo,software,treatment,1,1,27,0,1,1,1,0,0,0,0,0,9,6,1,7.2,35.41,low_value,high_engagement,moderate_adoption,False,False,False,False,False,False,False,False,False,False,False,1,1,0,1,1,1,0,0,0,0,0,False,False,False,False,False,False,False,False,False
5179,2026-03-03,organic,Europe,small,retail,treatment,1,1,27,0,0,1,1,0,0,0,0,0,13,2,3,0.4,123.01,mid_value,high_engagement,basic_adoption,False,False,False,False,False,False,False,False,False,False,False,1,1,0,0,1,1,0,0,0,0,0,False,False,False,False,False,False,False,False,False
5180,2026-01-12,referral,North America,enterprise,finance,treatment,1,1,30,0,0,0,1,1,0,0,0,0,9,3,0,,1386.12,enterprise_value,high_engagement,basic_adoption,False,False,False,False,False,False,False,False,False,False,False,1,1,0,0,0,1,1,0,0,0,0,False,False,True,False,False,False,False,False,False
5181,2026-03-06,paid_search,Europe,small,education,treatment,1,1,21,0,0,1,0,1,1,0,0,0,14,4,1,7.8,73.75,mid_value,high_engagement,moderate_adoption,False,False,False,False,False,False,False,False,False,False,False,1,1,0,0,1,0,1,1,0,0,0,False,False,False,False,False,False,False,False,False
5182,2026-02-11,paid_social,North America,small,retail,treatment,1,1,23,0,1,1,1,1,0,0,0,0,7,5,0,5.7,79.21,mid_value,moderate_engagement,moderate_adoption,False,False,False,False,False,False,False,False,False,False,False,1,1,0,1,1,1,1,0,0,0,0,False,False,False,False,False,False,False,False,False
5183,2026-03-03,direct,North America,small,finance,treatment,1,1,30,0,0,1,1,0,0,0,0,0,8,1,0,4.9,52.84,mid_value,moderate_engagement,minimal_adoption,False,False,False,False,False,False,False,False,False,False,False,1,1,0,0,1,1,0,0,0,0,0,False,False,False,False,False,False,False,False,False
5184,2026-01-11,paid_search,Europe,small,finance,control,1,1,26,0,0,1,0,1,1,1,0,0,7,2,0,1.7,126.1,mid_value,moderate_engagement,basic_adoption,False,False,False,False,False,False,False,False,False,False,False,1,1,0,0,1,0,1,1,1,0,0,False,False,False,False,False,False,False,False,False
5185,2026-02-12,direct,Europe,small,other,treatment,1,1,24,0,0,1,0,0,1,0,0,1,5,2,1,2.9,71.83,mid_value,moderate_engagement,basic_adoption,False,False,False,False,False,False,False,False,False,False,False,1,1,0,0,1,0,0,1,0,0,1,False,False,False,False,False,False,False,False,False
5186,2026-01-17,referral,Other,solo,other,treatment,1,1,25,0,0,1,1,0,0,0,0,0,7,4,0,11.5,71.67,mid_value,moderate_engagement,moderate_adoption,False,False,False,False,False,False,False,False,False,False,False,1,1,0,0,1,1,0,0,0,0,0,False,False,False,False,False,False,False,False,False
5187,2026-02-01,organic,Other,small,finance,treatment,1,1,29,0,0,0,0,0,1,0,0,0,8,4,0,,72.12,mid_value,moderate_engagement,moderate_adoption,False,False,False,False,False,False,False,False,False,False,False,1,1,0,0,0,0,0,1,0,0,0,False,False,True,False,False,False,False,False,False
